name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Anaerostipes sp. PC18	3036926	S	13	0	13	0.00003
Agathobacter rectalis	39491	S	411	21	432	0.00097
Dorea longicatena	88431	S	293	14	307	0.00069
Dorea formicigenerans	39486	S	73	5	78	0.00018
Roseburia intestinalis	166486	S	134	90	224	0.00050
Roseburia hominis	301301	S	58	2	60	0.00013
Roseburia sp. 831b	1261635	S	19	0	19	0.00004
Roseburia sp. 499	1261634	S	12	0	12	0.00003
Roseburia rectibacter	2763062	S	28	1	29	0.00007
Anaerobutyricum hallii	39488	S	243	6	249	0.00056
Coprococcus comes	410072	S	150	1153	1303	0.00293
Coprococcus catus	116085	S	36	1	37	0.00008
Coprococcus sp. ART55/1	751585	S	30	2	32	0.00007
Coprococcus eutactus	33043	S	20	1	21	0.00005
Enterocloster bolteae	208479	S	85	3	88	0.00020
Enterocloster asparagiformis	333367	S	33	0	33	0.00007
Enterocloster clostridioformis	1531	S	21	1	22	0.00005
Lachnospira eligens	39485	S	132	4	136	0.00031
[Clostridium] scindens	29347	S	68	3	71	0.00016
[Clostridium] symbiosum	1512	S	24	0	24	0.00005
Lachnoclostridium phocaeense	1871021	S	14	0	14	0.00003
Simiaoa sunii	2763672	S	97	4	101	0.00023
Anaerocolumna sedimenticola	2696063	S	21	1	22	0.00005
Anaerocolumna chitinilytica	1727145	S	13	0	13	0.00003
Anaerocolumna cellulosilytica	433286	S	10	0	10	0.00002
Lacrimispora saccharolytica	84030	S	25	4	29	0.00007
Sellimonas intestinalis	1653434	S	43	1	44	0.00010
Butyrivibrio crossotus	45851	S	13	0	13	0.00003
Butyrivibrio fibrisolvens	831	S	12	1	13	0.00003
Wujia chipingensis	2763670	S	34	1	35	0.00008
Hungatella hathewayi	154046	S	33	0	33	0.00007
Kineothrix sp. IPX-CK	3123317	S	15	0	15	0.00003
Kineothrix sp. MB12-C1	3070215	S	11	0	11	0.00002
Claveliimonas bilis	3028070	S	17	0	17	0.00004
Marvinbryantia formatexigens	168384	S	15	0	15	0.00003
Pseudobutyrivibrio xylanivorans	185007	S	13	0	13	0.00003
Anaeromicropila herbilytica	2785025	S	11	0	11	0.00002
Wansuia hejianensis	2763667	S	11	0	11	0.00002
Novisyntrophococcus fermenticellae	2068655	S	10	0	10	0.00002
Qiania dongpingensis	2763669	S	10	0	10	0.00002
Vallitalea guaymasensis	1185412	S	14	0	14	0.00003
Petrocella atlantisensis	2173034	S	10	0	10	0.00002
Faecalibacterium prausnitzii	853	S	676	166	842	0.00189
Faecalibacterium sp. I3-3-33	2929492	S	50	14	64	0.00014
Faecalibacterium sp. I4-1-79	2929494	S	39	14	53	0.00012
Faecalibacterium sp. I4-3-84	2929495	S	35	18	53	0.00012
Faecalibacterium sp. I3-3-89	2929493	S	32	5	37	0.00008
Faecalibacterium sp. IP-3-29	2929489	S	29	22	51	0.00011
Faecalibacterium sp. HTF-F	2929491	S	24	4	28	0.00006
Faecalibacterium sp. I2-3-92	2929490	S	16	13	29	0.00007
Faecalibacterium sp. IP-1-18	2929488	S	12	21	33	0.00007
Faecalibacterium taiwanense	3030638	S	64	0	64	0.00014
Faecalibacterium duncaniae	411483	S	41	33	74	0.00017
Ruminococcus sp. SR1/5	657323	S	46	133	179	0.00040
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	57	1	58	0.00013
Ruminococcus bovis	2564099	S	34	1	35	0.00008
Ruminococcus champanellensis	1161942	S	11	0	11	0.00002
Flavonifractor plautii	292800	S	94	6	100	0.00022
Vescimonas coprocola	2714355	S	42	8	50	0.00011
Vescimonas fastidiosa	2714353	S	25	5	30	0.00007
uncultured Subdoligranulum sp.	512298	S	26	0	26	0.00006
Subdoligranulum variabile	214851	S	24	1	25	0.00006
Ruthenibacterium lactatiformans	1550024	S	44	2	46	0.00010
Oscillibacter hominis	2763056	S	21	1	22	0.00005
Oscillibacter sp. PEA192	2109687	S	20	0	20	0.00004
Caproicibacterium argilliputei	3030016	S	12	0	12	0.00003
Pusillibacter faecalis	2714358	S	20	1	21	0.00005
Lawsonibacter asaccharolyticus	2108523	S	20	1	21	0.00005
Anaerotruncus colihominis	169435	S	15	1	16	0.00004
Dysosmobacter welbionis	2093857	S	12	1	13	0.00003
Clostridium sp. M62/1	411486	S	16	1	17	0.00004
Clostridium sp. DL-VIII	641107	S	11	3	14	0.00003
Clostridium sp. BJN0001	2930219	S	10	3	13	0.00003
Clostridium sp. JN-9	2507159	S	10	2	12	0.00003
Clostridium botulinum	1491	S	62	30	92	0.00021
Clostridium perfringens	1502	S	51	75	126	0.00028
Clostridium estertheticum	238834	S	46	3	49	0.00011
Clostridium baratii	1561	S	34	2	36	0.00008
Clostridium gelidum	704125	S	28	1	29	0.00007
Clostridium beijerinckii	1520	S	25	20	45	0.00010
Clostridium felsineum	36839	S	22	1	23	0.00005
Clostridium bornimense	1216932	S	21	7	28	0.00006
Clostridium saccharoperbutylacetonicum	36745	S	20	1	21	0.00005
Clostridium pasteurianum	1501	S	19	0	19	0.00004
Clostridium manihotivorum	2320868	S	18	1	19	0.00004
Clostridium saccharobutylicum	169679	S	15	1	16	0.00004
Clostridium tagluense	360422	S	14	1	15	0.00003
Clostridium intestinale	36845	S	14	0	14	0.00003
Clostridium kluyveri	1534	S	14	0	14	0.00003
Clostridium argentinense	29341	S	14	0	14	0.00003
Clostridium taeniosporum	394958	S	12	0	12	0.00003
Clostridium cellulovorans	1493	S	12	0	12	0.00003
Clostridium butyricum	1492	S	12	16	28	0.00006
Clostridium cadaveris	1529	S	12	0	12	0.00003
Clostridium tetani	1513	S	12	1	13	0.00003
Clostridium isatidis	182773	S	11	0	11	0.00002
Crassaminicella profunda	1286698	S	13	0	13	0.00003
Proteiniclasticum sp. QWL-01	3036945	S	12	0	12	0.00003
Oceanirhabdus sp. W0125-5	2999116	S	10	0	10	0.00002
Eubacterium ventriosum	39496	S	62	1	63	0.00014
Eubacterium callanderi	53442	S	19	2	21	0.00005
Eubacterium limosum	1736	S	15	2	17	0.00004
Eubacterium maltosivorans	2041044	S	10	0	10	0.00002
Acetobacterium wieringae	52694	S	32	2	34	0.00008
Acetobacterium sp. KB-1	2184575	S	11	0	11	0.00002
Dehalobacter sp. CF	1131462	S	14	13	27	0.00006
Dehalobacter sp. TBBPA1	3235037	S	14	0	14	0.00003
Dehalobacter sp. DCM	2907827	S	11	0	11	0.00002
Flintibacter sp. KGMB00164	2610895	S	19	0	19	0.00004
Intestinimonas butyriciproducens	1297617	S	12	0	12	0.00003
Intestinibacillus sp. NTUH-41-i26	3079303	S	27	1	28	0.00006
Agathobaculum sp. NTUH-O15-33	3079302	S	16	0	16	0.00004
Dehalobacterium formicoaceticum	51515	S	14	2	16	0.00004
Acutalibacter muris	1796620	S	10	0	10	0.00002
Caldinitratiruptor microaerophilus	671077	S	11	0	11	0.00002
Acetoanaerobium sticklandii	1511	S	1012	25	1037	0.00233
Clostridioides difficile	1496	S	74	926	1000	0.00225
Romboutsia ilealis	1115758	S	41	5	46	0.00010
Romboutsia sp. CE17	2724150	S	12	2	14	0.00003
Terrisporobacter petrolearius	1460447	S	12	11	23	0.00005
Paraclostridium sordellii	1505	S	19	0	19	0.00004
Paraclostridium bifermentans	1490	S	12	1	13	0.00003
Intestinibacter bartlettii	261299	S	37	0	37	0.00008
Tepidibacter hydrothermalis	3036126	S	13	2	15	0.00003
Tepidibacter aestuarii	2925782	S	10	1	11	0.00002
Peptacetobacter hiranonis	89152	S	18	0	18	0.00004
Alkaliphilus metalliredigens	208226	S	11	0	11	0.00002
Serpentinicella alkaliphila	1734049	S	11	0	11	0.00002
Peptoclostridium acidaminophilum	1731	S	28	1	29	0.00007
Monoglobus pectinilyticus	1981510	S	13	0	13	0.00003
Biomaibacter acetigenes	2316383	S	10	1	11	0.00002
Streptococcus parasuis	1501662	S	2345	202	2547	0.00573
Streptococcus suis	1307	S	338	184	522	0.00117
Streptococcus oriscaviae	2781599	S	225	5	230	0.00052
Streptococcus sp. ZY19097	3231906	S	30	0	30	0.00007
Streptococcus sp. ZY1909104	3233335	S	20	0	20	0.00004
Streptococcus sp. 29896	3028082	S	17	3	20	0.00004
Streptococcus sp. LPB0220	2610896	S	10	18	28	0.00006
Streptococcus salivarius	1304	S	150	27	177	0.00040
Streptococcus thermophilus	1308	S	133	422	555	0.00125
Streptococcus ferus	1345	S	93	2	95	0.00021
Streptococcus equi	1336	S	20	0	20	0.00004
Streptococcus dysgalactiae	1334	S	15	14	29	0.00007
Streptococcus sanguinis	1305	S	27	1	28	0.00006
Streptococcus parasanguinis	1318	S	26	5	31	0.00007
Streptococcus anginosus	1328	S	16	7	23	0.00005
Streptococcus agalactiae	1311	S	19	37	56	0.00013
Streptococcus pneumoniae	1313	S	19	2	21	0.00005
Streptococcus oralis	1303	S	18	2	20	0.00004
Streptococcus gallolyticus	315405	S	16	6	22	0.00005
Streptococcus macedonicus	59310	S	15	15	30	0.00007
Streptococcus lutetiensis	150055	S	14	5	19	0.00004
Streptococcus iniae	1346	S	14	0	14	0.00003
Streptococcus mitis	28037	S	14	1	15	0.00003
Streptococcus sobrinus	1310	S	13	0	13	0.00003
Streptococcus mutans	1309	S	13	3	16	0.00004
Streptococcus gordonii	1302	S	12	0	12	0.00003
Streptococcus alactolyticus	29389	S	12	0	12	0.00003
Streptococcus pluranimalium	82348	S	12	0	12	0.00003
Streptococcus pasteurianus	197614	S	11	14	25	0.00006
Streptococcus acidominimus	1326	S	10	0	10	0.00002
Streptococcus parauberis	1348	S	10	0	10	0.00002
Lactococcus raffinolactis	1366	S	109	3	112	0.00025
Lactococcus lactis	1358	S	67	41	108	0.00024
Lactococcus garvieae	1363	S	11	0	11	0.00002
Trichococcus flocculiformis	82803	S	773	63	836	0.00188
uncultured Trichococcus sp.	189665	S	191	9	200	0.00045
Trichococcus shcherbakoviae	2094020	S	122	9	131	0.00029
Carnobacterium maltaromaticum	2751	S	17	1	18	0.00004
Lactobacillus sp. ESL0680	2983210	S	10	7	17	0.00004
Lactobacillus johnsonii	33959	S	17	6	23	0.00005
Lactobacillus delbrueckii	1584	S	14	3	17	0.00004
Lactobacillus crispatus	47770	S	13	2	15	0.00003
Lactobacillus amylovorus	1604	S	13	6	19	0.00004
Ligilactobacillus salivarius	1624	S	34	18	52	0.00012
Ligilactobacillus ruminis	1623	S	18	1	19	0.00004
Limosilactobacillus reuteri	1598	S	13	2	15	0.00003
Limosilactobacillus fermentum	1613	S	13	3	16	0.00004
Limosilactobacillus mucosae	97478	S	10	1	11	0.00002
Lactiplantibacillus plantarum	1590	S	17	5	22	0.00005
Enterococcus sp. DIV2402	2230877	S	146	0	146	0.00033
Enterococcus faecium	1352	S	37	50	87	0.00020
Enterococcus faecalis	1351	S	32	26	58	0.00013
Enterococcus hirae	1354	S	17	17	34	0.00008
Enterococcus saccharolyticus	41997	S	14	0	14	0.00003
Enterococcus avium	33945	S	13	0	13	0.00003
Enterococcus raffinosus	71452	S	11	1	12	0.00003
Enterococcus cecorum	44008	S	10	0	10	0.00002
Bacillus cereus	1396	S	29	314	343	0.00077
Bacillus mycoides	1405	S	23	17	40	0.00009
Bacillus thuringiensis	1428	S	21	60	81	0.00018
Bacillus pseudomycoides	64104	S	10	0	10	0.00002
Bacillus velezensis	492670	S	11	65	76	0.00017
Bacillus pumilus	1408	S	14	1	15	0.00003
Bacillus arachidis	2819290	S	10	0	10	0.00002
Priestia megaterium	1404	S	26	22	48	0.00011
Peribacillus frigoritolerans	450367	S	17	21	38	0.00009
Pseudalkalibacillus hwajinpoensis	208199	S	11	1	12	0.00003
Paenibacillus dendritiformis	130049	S	16	92	108	0.00024
Paenibacillus mucilaginosus	61624	S	11	4	15	0.00003
Paenibacillus elgii	189691	S	10	5	15	0.00003
Paenibacillus psychroresistens	1778678	S	10	1	11	0.00002
Saccharibacillus brassicae	2583377	S	10	4	14	0.00003
Staphylococcus aureus	1280	S	26	64	90	0.00020
Staphylococcus epidermidis	1282	S	16	2	18	0.00004
Staphylococcus lugdunensis	28035	S	11	0	11	0.00002
Mammaliicoccus sciuri	1296	S	23	2	25	0.00006
Mammaliicoccus lentus	42858	S	11	1	12	0.00003
Listeria monocytogenes	1639	S	25	92	117	0.00026
Megamonas funiformis	437897	S	871	25	896	0.00202
Megamonas hypermegale	158847	S	13	0	13	0.00003
Selenobaculum gibii	3054208	S	11	0	11	0.00002
Sporomusa termitida	2377	S	10	2	12	0.00003
uncultured Anaeromusa sp.	673273	S	18	0	18	0.00004
Megasphaera elsdenii	907	S	133	10	143	0.00032
Megasphaera massiliensis	1232428	S	12	0	12	0.00003
Megasphaera hexanoica	1675036	S	12	0	12	0.00003
Dialister massiliensis	2161821	S	39	20	59	0.00013
Dialister hominis	2582419	S	24	11	35	0.00008
Dialister succinatiphilus	487173	S	15	0	15	0.00003
Veillonella parvula	29466	S	13	4	17	0.00004
Veillonella atypica	39777	S	11	1	12	0.00003
Phascolarctobacterium faecium	33025	S	210	3	213	0.00048
Phascolarctobacterium succinatutens	626940	S	41	5	46	0.00010
Phascolarctobacterium sp. Marseille-Q4147	2823317	S	21	1	22	0.00005
Acidaminococcus intestini	187327	S	31	2	33	0.00007
Faecalibacillus intestinalis	1982626	S	137	10	147	0.00033
Catenibacterium sp. co_0103	2478954	S	44	5	49	0.00011
Catenibacterium mitsuokai	100886	S	27	1	28	0.00006
Thomasclavelia ramosa	1547	S	46	1	47	0.00011
Tannockella kyphosi	2899121	S	10	0	10	0.00002
Amedibacterium intestinale	2583452	S	12	3	15	0.00003
Longicatena caecimuris	1796635	S	10	2	12	0.00003
Allocoprobacillus halotolerans	2944914	S	10	1	11	0.00002
Turicibacter sanguinis	154288	S	11	6	17	0.00004
Finegoldia magna	1260	S	13	0	13	0.00003
Tissierella sp. Yu-01	3035694	S	10	0	10	0.00002
Tissierella sp. MB52-C2	3070999	S	10	0	10	0.00002
Gudongella oleilytica	1582259	S	12	0	12	0.00003
Sedimentibacter sp. MB31-C6	3109366	S	19	0	19	0.00004
Sedimentibacter sp. zth1	2816908	S	10	0	10	0.00002
Candidatus Promineifilum breve	1806508	S	831	27	858	0.00193
Caldilinea aerophila	133453	S	194	5	199	0.00045
Roseiflexus castenholzii	120962	S	14	2	16	0.00004
Roseiflexus sp. RS-1	357808	S	12	1	13	0.00003
Brevefilum fermentans	1986204	S	18	0	18	0.00004
Anaerolinea thermophila	167964	S	15	0	15	0.00003
Pelolinea submarina	913107	S	10	0	10	0.00002
Dehalococcoides mccartyi	61435	S	13	0	13	0.00003
Tepidiforma bonchosmolovskayae	2601677	S	11	0	11	0.00002
Tepidiforma flava	3004094	S	11	0	11	0.00002
Thermoflexus hugenholtzii	1495650	S	12	0	12	0.00003
Ktedonosporobacter rubrisoli	2509675	S	11	0	11	0.00002
Phototrophicus methaneseepsis	2710758	S	10	0	10	0.00002
Nostoc sp. CENA543	1869241	S	13	26	39	0.00009
Synechococcus sp. CBW1107	2789857	S	10	36	46	0.00010
Synechococcus elongatus	32046	S	11	0	11	0.00002
Prochlorococcus marinus	1219	S	29	2	31	0.00007
Cyanobium gracile	59930	S	16	7	23	0.00005
Geminocystis herdmanii	669359	S	13	3	16	0.00004
Microcystis aeruginosa	1126	S	14	20	34	0.00008
Planktothricoides raciborskii	132608	S	15	0	15	0.00003
Trichodesmium erythraeum	1206	S	10	0	10	0.00002
Leptolyngbya sp. 7M	2812896	S	11	0	11	0.00002
Pleurocapsa sp. FMAR1	3040204	S	10	1	11	0.00002
Mariniplasma anaerobium	2735436	S	18	3	21	0.00005
Paracholeplasma brassicae	61635	S	16	2	18	0.00004
Deinococcus sp. NW-56	2080419	S	10	4	14	0.00003
Deinococcus irradiatisoli	2202254	S	12	4	16	0.00004
Deinococcus rubellus	1889240	S	11	4	15	0.00003
Deinococcus aetherius	200252	S	10	3	13	0.00003
Deinococcus sonorensis	309891	S	10	0	10	0.00002
Deinococcus gobiensis	502394	S	10	3	13	0.00003
Capsulimonas corticalis	2219043	S	13	0	13	0.00003
Sphaerobacter thermophilus	2057	S	11	0	11	0.00002
Bacteroides graminisolvens	477666	S	5189	63	5252	0.01182
Bacteroides uniformis	820	S	2218	532	2750	0.00619
Bacteroides thetaiotaomicron	818	S	1263	209	1472	0.00331
Bacteroides fragilis	817	S	874	120	994	0.00224
Bacteroides stercoris	46506	S	748	90	838	0.00189
Bacteroides ovatus	28116	S	638	543	1181	0.00266
Bacteroides xylanisolvens	371601	S	615	230	845	0.00190
Bacteroides cellulosilyticus	246787	S	463	49	512	0.00115
Bacteroides sp. M10	2763022	S	121	36	157	0.00035
Bacteroides sp. MSB163	3117552	S	65	0	65	0.00015
Bacteroides sp. D2	556259	S	61	22	83	0.00019
Bacteroides sp. CACC 737	2755405	S	39	42	81	0.00018
Bacteroides sp. A1C1	2528203	S	33	39	72	0.00016
Bacteroides sp. DH3716P	2847299	S	33	58	91	0.00020
Bacteroides sp. HF-162	2785531	S	28	49	77	0.00017
uncultured Bacteroides sp.	162156	S	379	6	385	0.00087
Bacteroides caccae	47678	S	308	30	338	0.00076
Bacteroides eggerthii	28111	S	302	19	321	0.00072
Bacteroides intestinalis	329854	S	271	7	278	0.00063
Bacteroides salyersiae	291644	S	180	8	188	0.00042
Bacteroides faecis	674529	S	92	6	98	0.00022
Bacteroides nordii	291645	S	89	3	92	0.00021
Bacteroides finegoldii	338188	S	73	11	84	0.00019
Bacteroides luhongzhouii	2650158	S	62	4	66	0.00015
Bacteroides faecium	2715212	S	55	0	55	0.00012
Bacteroides caecimuris	1796613	S	54	6	60	0.00013
Bacteroides zhangwenhongii	2650157	S	40	4	44	0.00010
Bacteroides zoogleoformans	28119	S	39	2	41	0.00009
Bacteroides helcogenes	290053	S	35	0	35	0.00008
Bacteroides humanifaecis	2792859	S	34	57	91	0.00020
Bacteroides heparinolyticus	28113	S	26	0	26	0.00006
Bacteroides sedimenti	2136147	S	22	0	22	0.00005
Phocaeicola vulgatus	821	S	3216	997	4213	0.00948
Phocaeicola dorei	357276	S	1277	133	1410	0.00317
Phocaeicola coprophilus	387090	S	218	10	228	0.00051
Phocaeicola salanitronis	376805	S	37	1	38	0.00009
Parabacteroides distasonis	823	S	1097	389	1486	0.00334
Parabacteroides merdae	46503	S	320	24	344	0.00077
Parabacteroides goldsteinii	328812	S	109	3	112	0.00025
Parabacteroides johnsonii	387661	S	71	4	75	0.00017
Parabacteroides faecis	1217282	S	46	1	47	0.00011
Parabacteroides sp. AD58	2951805	S	36	0	36	0.00008
Parabacteroides chongii	2685834	S	33	1	34	0.00008
Segatella copri	165179	S	886	44	930	0.00209
Segatella hominis	2518605	S	63	4	67	0.00015
Prevotella herbatica	2801997	S	135	2	137	0.00031
Prevotella sp. E13-17	2913616	S	11	0	11	0.00002
Prevotella sp. E15-22	2937774	S	11	0	11	0.00002
Prevotella melaninogenica	28132	S	34	10	44	0.00010
Prevotella bivia	28125	S	16	1	17	0.00004
Prevotella intermedia	28131	S	13	5	18	0.00004
Prevotella dentalis	52227	S	13	1	14	0.00003
Prevotella communis	2913614	S	11	0	11	0.00002
Prevotella jejuni	1177574	S	10	3	13	0.00003
Paraprevotella clara	454154	S	66	7	73	0.00016
Paraprevotella xylaniphila	454155	S	30	3	33	0.00007
Alistipes onderdonkii	328813	S	181	40	221	0.00050
Alistipes shahii	328814	S	92	8	100	0.00022
Alistipes communis	2585118	S	78	4	82	0.00018
Alistipes finegoldii	214856	S	77	8	85	0.00019
Alistipes senegalensis	1288121	S	31	1	32	0.00007
Alistipes indistinctus	626932	S	30	1	31	0.00007
Alistipes dispar	2585119	S	25	0	25	0.00006
Alistipes sp. dk3624	2662363	S	25	0	25	0.00006
Alistipes ihumii	1470347	S	16	0	16	0.00004
uncultured Alistipes sp.	538949	S	14	0	14	0.00003
Alistipes megaguti	2364787	S	10	0	10	0.00002
uncultured Acetobacteroides sp.	1760811	S	42	0	42	0.00009
uncultured Macellibacteroides sp.	1243007	S	457	5	462	0.00104
Porphyromonas pogonae	867595	S	26	0	26	0.00006
Porphyromonas gingivalis	837	S	23	182	205	0.00046
Butyricimonas virosa	544645	S	64	5	69	0.00016
Butyricimonas faecihominis	1472416	S	30	15	45	0.00010
Butyricimonas paravirosa	1472417	S	26	5	31	0.00007
Butyricimonas faecalis	2093856	S	24	1	25	0.00006
Odoribacter splanchnicus	28118	S	81	71	152	0.00034
Petrimonas sp.	2023866	S	43	0	43	0.00010
Petrimonas mucosa	1642646	S	32	2	34	0.00008
Proteiniphilum propionicum	2829812	S	33	1	34	0.00008
Proteiniphilum saccharofermentans	1642647	S	31	1	32	0.00007
Dysgonomonas capnocytophagoides	45254	S	23	0	23	0.00005
Paludibacter propionicigenes	185300	S	149	8	157	0.00035
Coprobacter fastidiosus	1099853	S	22	0	22	0.00005
Coprobacter secundus	1501392	S	17	1	18	0.00004
Barnesiella sp. An22	1965590	S	20	0	20	0.00004
Barnesiella viscericola	397865	S	11	0	11	0.00002
Salinivirga cyanobacteriivorans	1307839	S	26	0	26	0.00006
Tenuifilum thalassicum	2590900	S	22	0	22	0.00005
uncultured Draconibacterium sp.	1573823	S	322	25	347	0.00078
Draconibacterium orientale	1168034	S	105	14	119	0.00027
Draconibacterium halophilum	2706887	S	26	1	27	0.00006
Mangrovibacterium marinum	1639118	S	119	6	125	0.00028
Aquipluma nitroreducens	2010828	S	103	1	104	0.00023
Maribellus comscasis	2681766	S	62	2	64	0.00014
uncultured Sunxiuqinia sp.	1573825	S	20	3	23	0.00005
Marinifilum fragile	570161	S	154	6	160	0.00036
uncultured Marinifilum sp.	1127472	S	35	1	36	0.00008
Labilibaculum sp.	2060723	S	23	2	25	0.00006
Labilibaculum antarcticum	1717717	S	21	0	21	0.00005
Labilibaculum manganireducens	1940525	S	20	2	22	0.00005
uncultured Carboxylicivirga sp.	1628156	S	88	2	90	0.00020
Xiashengella succiniciproducens	2949635	S	75	4	79	0.00018
Alkalitalea saponilacus	889453	S	25	0	25	0.00006
Cloacibacterium caeni	2004710	S	6870	971	7841	0.01764
Cloacibacterium normanense	237258	S	1920	295	2215	0.00498
Cloacibacterium sp. TD35	2976818	S	613	47	660	0.00148
Chryseobacterium sp. POL2	2713414	S	118	11	129	0.00029
Chryseobacterium sp. Y16C	2920939	S	34	26	60	0.00013
Chryseobacterium sp. 6424	2039166	S	25	2	27	0.00006
Chryseobacterium sp. SNU WT5	2594269	S	24	2	26	0.00006
Chryseobacterium sp. Chry.R1	3139392	S	23	0	23	0.00005
Chryseobacterium sp. ZHDP1	2838877	S	22	20	42	0.00009
Chryseobacterium sp. 3008163	2478663	S	21	12	33	0.00007
Chryseobacterium sp. G0186	2487064	S	21	10	31	0.00007
Chryseobacterium sp. MYb264	2745153	S	21	0	21	0.00005
Chryseobacterium sp. G0201	2487065	S	20	8	28	0.00006
Chryseobacterium sp. T16E-39	2015076	S	19	3	22	0.00005
Chryseobacterium sp.	1871047	S	17	5	22	0.00005
Chryseobacterium sp. CY350	2997336	S	16	4	20	0.00004
Chryseobacterium sp. MEBOG07	2879939	S	16	9	25	0.00006
Chryseobacterium sp. POE27	3138177	S	15	0	15	0.00003
Chryseobacterium sp. StRB126	878220	S	15	7	22	0.00005
Chryseobacterium sp. C-71	2893882	S	14	0	14	0.00003
Chryseobacterium sp. IHB B 17019	1721091	S	13	3	16	0.00004
Chryseobacterium sp. MEBOG06	2879938	S	11	3	14	0.00003
Chryseobacterium sp. LJ668	2864040	S	11	2	13	0.00003
Chryseobacterium sp. JJR-5R	3093923	S	10	1	11	0.00002
Chryseobacterium manosquense	2754694	S	129	22	151	0.00034
Chryseobacterium indologenes	253	S	126	43	169	0.00038
Chryseobacterium taklimakanense	536441	S	81	7	88	0.00020
Chryseobacterium suipulveris	2929800	S	55	4	59	0.00013
Chryseobacterium oryzae	2929799	S	39	9	48	0.00011
Chryseobacterium gambrini	373672	S	37	19	56	0.00013
Chryseobacterium shandongense	1493872	S	35	10	45	0.00010
Chryseobacterium camelliae	1265445	S	32	5	37	0.00008
Chryseobacterium arthrosphaerae	651561	S	27	8	35	0.00008
Chryseobacterium carnipullorum	1124835	S	27	6	33	0.00007
Chryseobacterium indoltheticum	254	S	25	7	32	0.00007
Chryseobacterium scophthalmum	59733	S	24	0	24	0.00005
Chryseobacterium gleum	250	S	22	15	37	0.00008
Chryseobacterium paludis	2956784	S	22	2	24	0.00005
Chryseobacterium balustinum	246	S	17	7	24	0.00005
Chryseobacterium glaciei	1685010	S	17	5	22	0.00005
Chryseobacterium aureum	2497456	S	16	5	21	0.00005
Chryseobacterium gotjawalense	3042315	S	16	8	24	0.00005
Chryseobacterium oranimense	421058	S	15	2	17	0.00004
Chryseobacterium lactis	1241981	S	14	3	17	0.00004
Chryseobacterium salivictor	2547600	S	14	6	20	0.00004
Chryseobacterium piperi	558152	S	14	1	15	0.00003
Chryseobacterium daecheongense	192389	S	13	2	15	0.00003
Chryseobacterium joostei	112234	S	13	5	18	0.00004
Chryseobacterium fluminis	2983606	S	13	2	15	0.00003
Chryseobacterium nakagawai	1241982	S	12	14	26	0.00006
Chryseobacterium capnotolerans	2759528	S	10	4	14	0.00003
Epilithonimonas vandammei	2487072	S	1096	140	1236	0.00278
Epilithonimonas zeae	1416779	S	31	1	32	0.00007
Candidatus Kaistella beijingensis	2820270	S	185	13	198	0.00045
Kaistella flava (ex Peng et al. 2021)	2038776	S	21	2	23	0.00005
Kaistella jeonii	266749	S	19	1	20	0.00004
Kaistella daneshvariae	2487074	S	15	0	15	0.00003
Kaistella carnis	1241979	S	13	2	15	0.00003
Kaistella faecalis	2852098	S	13	0	13	0.00003
Kaistella polysaccharea	2878534	S	13	1	14	0.00003
Kaistella antarctica	266748	S	12	1	13	0.00003
Elizabethkingia sp. JS20170427COW	2583851	S	49	1	50	0.00011
Elizabethkingia sp. M8	2796140	S	31	20	51	0.00011
Elizabethkingia anophelis	1117645	S	80	21	101	0.00023
Elizabethkingia meningoseptica	238	S	17	0	17	0.00004
Elizabethkingia miricola	172045	S	15	2	17	0.00004
Elizabethkingia bruuniana	1756149	S	15	1	16	0.00004
Empedobacter falsenii	343874	S	76	33	109	0.00025
Empedobacter brevis	247	S	18	1	19	0.00004
Empedobacter stercoris	1628248	S	18	24	42	0.00009
Riemerella anatipestifer	34085	S	71	4	75	0.00017
Bergeyella porcorum	1735111	S	51	0	51	0.00011
Bergeyella cardium	1585976	S	15	0	15	0.00003
Candidatus Ornithobacterium hominis	2497989	S	15	0	15	0.00003
Ornithobacterium rhinotracheale	28251	S	14	0	14	0.00003
Faecalibacter sp. LW9	3103144	S	13	0	13	0.00003
Cruoricaptor ignavus	1118202	S	21	0	21	0.00005
Weeksella virosa	1014	S	12	0	12	0.00003
Flavobacterium sp.	239	S	182	231	413	0.00093
Flavobacterium sp. N2820	2986834	S	160	32	192	0.00043
Flavobacterium sp. IMCC34852	2732161	S	46	6	52	0.00012
Flavobacterium sp. N2270	2986831	S	36	7	43	0.00010
Flavobacterium sp. K5-23	2746225	S	36	6	42	0.00009
Flavobacterium sp. 140616W15	2478552	S	34	6	40	0.00009
Flavobacterium sp. N3904	2986835	S	30	7	37	0.00008
Flavobacterium sp. N1994	2986827	S	29	3	32	0.00007
Flavobacterium sp. M31R6	2739062	S	26	6	32	0.00007
Flavobacterium sp. NG2	3097547	S	25	3	28	0.00006
Flavobacterium sp. CHNK8	2871165	S	24	46	70	0.00016
Flavobacterium sp. WV_118_3	3151764	S	24	0	24	0.00005
Flavobacterium sp. 20NA77.7	3073563	S	23	3	26	0.00006
Flavobacterium sp. N1719	2885633	S	23	1	24	0.00005
Flavobacterium sp. KACC 22761	3092665	S	20	8	28	0.00006
