name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aminobacter niigataensis	83265	S	14	15	29	0.00007
Nitratireductor mangrovi	2599600	S	12	6	18	0.00004
Phyllobacterium zundukense	1867719	S	16	7	23	0.00006
Aquibium microcysteis	675281	S	17	3	20	0.00005
Aquibium oceanicum	1670800	S	13	2	15	0.00004
Chelativorans sp. AA-79	3028735	S	11	2	13	0.00003
Bosea sp. ANAM02	2020412	S	211	54	265	0.00064
Bosea sp. Tri-49	1867715	S	99	30	129	0.00031
Bosea sp. F3-2	2599640	S	76	17	93	0.00022
Bosea sp. NBC_00550	2969621	S	51	11	62	0.00015
Bosea sp. AS-1	2015316	S	43	9	52	0.00013
Bosea sp. (in: a-proteobacteria)	1871050	S	29	0	29	0.00007
Bosea sp. PAMC 26642	1792307	S	21	3	24	0.00006
Bosea sp. RAC05	1842539	S	19	3	22	0.00005
Bosea sp. 685	3080057	S	12	5	17	0.00004
Bosea beijingensis	3068632	S	135	39	174	0.00042
Bosea vestrisii	151416	S	47	16	63	0.00015
Bosea vaviloviae	1526658	S	18	8	26	0.00006
Methylobacterium sp. FF17	2984843	S	14	9	23	0.00006
Methylobacterium sp. WL1	2603276	S	10	11	21	0.00005
Methylobacterium nodulans	114616	S	20	2	22	0.00005
Methylobacterium aquaticum	270351	S	20	11	31	0.00007
Methylobacterium currus	2051553	S	19	9	28	0.00007
Methylobacterium tardum	374432	S	18	7	25	0.00006
Methylobacterium organophilum	410	S	18	5	23	0.00006
Methylobacterium brachiatum	269660	S	14	5	19	0.00005
Methylobacterium indicum	1775910	S	14	8	22	0.00005
Methylobacterium oryzae	334852	S	13	31	44	0.00011
Methylobacterium radiodurans	2202828	S	12	2	14	0.00003
Methylobacterium durans	2202825	S	11	1	12	0.00003
Methylobacterium bullatum	570505	S	10	0	10	0.00002
Methylobacterium terrae	2202827	S	10	5	15	0.00004
Microvirga sp. 17 mud 1-3	2082949	S	10	2	12	0.00003
Microvirga sp. VF16	2807101	S	10	2	12	0.00003
Microvirga lotononidis	864069	S	12	4	16	0.00004
Microvirga ossetica	1882682	S	12	3	15	0.00004
Methylorubrum extorquens	408	S	23	21	44	0.00011
Methylorubrum populi	223967	S	21	10	31	0.00007
Ancylobacter sp. TS-1	1850374	S	14	10	24	0.00006
Ancylobacter polymorphus	223390	S	31	12	43	0.00010
Ancylobacter novellus	921	S	14	4	18	0.00004
Xanthobacter dioxanivorans	2528964	S	26	8	34	0.00008
Xanthobacter sp. YC-JY1	2419844	S	15	12	27	0.00007
Xanthobacter autotrophicus	280	S	11	10	21	0.00005
Labrys sp. KNU-23	2789216	S	42	5	47	0.00011
Pseudolabrys taiwanensis	331696	S	23	3	26	0.00006
Pseudolabrys sp. FHR47	2562284	S	11	1	12	0.00003
Aquabacter sp. L1I39	2820278	S	18	3	21	0.00005
Starkeya sp. ORNL1	2709380	S	15	3	18	0.00004
Azorhizobium caulinodans	7	S	11	2	13	0.00003
Brucella anthropi	529	S	64	98	162	0.00039
Brucella sp. BE17	3142977	S	10	0	10	0.00002
Brucella intermedia	94625	S	28	6	34	0.00008
Brucella pseudogrignonensis	419475	S	23	6	29	0.00007
Brucella pseudintermedia	370111	S	10	2	12	0.00003
Pseudochrobactrum algeriensis	2834768	S	10	3	13	0.00003
Devosia sp. A16	1736675	S	22	3	25	0.00006
Devosia sp. FJ2-5-3	2976680	S	14	5	19	0.00005
Devosia beringensis	2657486	S	12	6	18	0.00004
Devosia oryziradicis	2801335	S	10	5	15	0.00004
Youhaiella tibetensis	1447062	S	12	3	15	0.00004
Paradevosia shaoguanensis	1335043	S	11	3	14	0.00003
Pannonibacter phragmitetus	121719	S	44	21	65	0.00016
uncultured Roseibium sp.	1936171	S	23	6	29	0.00007
Stappia sp.	1870903	S	12	0	12	0.00003
Stappia indica	538381	S	12	5	17	0.00004
Breoghania sp.	2065378	S	23	3	26	0.00006
Hyphomicrobium denitrificans	53399	S	59	5	64	0.00015
Hyphomicrobium sp. DMF-1	3019544	S	16	1	17	0.00004
Hyphomicrobium sp. MC1	717785	S	12	0	12	0.00003
Hyphomicrobium sp. ghe19	2682968	S	12	0	12	0.00003
Hyphomicrobium nitrativorans	1427356	S	13	1	14	0.00003
Rhodoplanes sp. Z2-YC6860	674703	S	27	2	29	0.00007
Methyloceanibacter caenitepidi	1384459	S	11	0	11	0.00003
Enhydrobacter sp.	1894999	S	100	10	110	0.00027
Nordella sp. HKS 07	2712222	S	34	2	36	0.00009
Pseudorhodoplanes sinuspersici	1235591	S	27	2	29	0.00007
Martelella mediterranea	293089	S	17	7	24	0.00006
uncultured Martelella sp.	392331	S	10	2	12	0.00003
Aureimonas sp. AU20	1349819	S	12	2	14	0.00003
Jiella pelagia	2986949	S	20	2	22	0.00005
Aurantimonas sp. HBX-1	2906072	S	15	3	18	0.00004
Methylocystis rosea	173366	S	15	12	27	0.00007
Methylocystis parvus	134	S	13	1	14	0.00003
Methylocystis iwaonis	2885079	S	13	3	16	0.00004
Methylosinus trichosporium	426	S	11	1	12	0.00003
uncultured Cohaesibacter sp.	1002546	S	59	2	61	0.00015
uncultured Pleomorphomonas sp.	442121	S	34	7	41	0.00010
Pleomorphomonas sp. PLEO	3239306	S	18	0	18	0.00004
Hartmannibacter diazotrophicus	1482074	S	10	1	11	0.00003
Kaistia sp. 32K	2795690	S	56	11	67	0.00016
Methylocella silvestris	199596	S	13	1	14	0.00003
Methylocella tundrae	227605	S	11	1	12	0.00003
Methylovirgula sp. 4M-Z18	2293567	S	11	0	11	0.00003
Kaustia mangrovi	2593653	S	15	2	17	0.00004
Parvibaculum lavamentivorans	256618	S	11	2	13	0.00003
Phreatobacter stygius	1940610	S	16	3	19	0.00005
Blastochloris tepida	2233851	S	15	3	18	0.00004
Blastochloris viridis	1079	S	13	3	16	0.00004
Chelatococcus daeguensis	444444	S	10	8	18	0.00004
Acuticoccus sp. I52.16.1	2928472	S	20	2	22	0.00005
Terrirubrum flagellatum	2895980	S	19	0	19	0.00005
Salinarimonas sp.	2766526	S	12	0	12	0.00003
Paracoccus sp. TOH	1263728	S	360	230	590	0.00142
Paracoccus sp. MA	2895796	S	231	220	451	0.00109
Paracoccus sp. S3-43	3030011	S	105	62	167	0.00040
Paracoccus sp. AK26	2589076	S	86	31	117	0.00028
Paracoccus sp. MC1862	2760307	S	83	14	97	0.00023
Paracoccus sp. SCSIO 75233	3017782	S	51	24	75	0.00018
Paracoccus sp. M09	3064531	S	40	26	66	0.00016
Paracoccus sp. Arc7-R13	2500532	S	24	34	58	0.00014
Paracoccus aminovorans	34004	S	463	158	621	0.00150
Paracoccus yeei	147645	S	274	267	541	0.00130
Paracoccus denitrificans	266	S	253	135	388	0.00094
Paracoccus methylovorus	2812658	S	207	45	252	0.00061
Paracoccus zhejiangensis	1077935	S	174	42	216	0.00052
Paracoccus kondratievae	135740	S	159	38	197	0.00047
Paracoccus versutus	34007	S	154	96	250	0.00060
Paracoccus pantotrophus	82367	S	130	105	235	0.00057
Paracoccus fistulariae	658446	S	128	29	157	0.00038
Paracoccus alcaliphilus	34002	S	109	24	133	0.00032
Paracoccus aminophilus	34003	S	108	12	120	0.00029
Paracoccus sanguinis	1545044	S	97	27	124	0.00030
Paracoccus jeotgali	2065379	S	93	19	112	0.00027
Paracoccus tegillarcae	1529068	S	92	11	103	0.00025
Paracoccus marcusii	59779	S	89	85	174	0.00042
Paracoccus contaminans	1945662	S	81	21	102	0.00025
Paracoccus stylophorae	659350	S	75	25	100	0.00024
Paracoccus aestuarii	453842	S	57	13	70	0.00017
Paracoccus sediminicola	3017783	S	51	13	64	0.00015
Paracoccus albus	3017784	S	46	8	54	0.00013
Paracoccus liaowanqingii	2560053	S	43	6	49	0.00012
Paracoccus saliphilus	405559	S	41	4	45	0.00011
Paracoccus suum	2259340	S	38	7	45	0.00011
Paracoccus aerodenitrificans	3017781	S	34	14	48	0.00012
Paracoccus seriniphilus	184748	S	32	3	35	0.00008
Paracoccus everestensis	2903900	S	14	14	28	0.00007
Paracoccus mutanolyticus	1499308	S	12	31	43	0.00010
Rhodobacter capsulatus	1061	S	123	25	148	0.00036
Rhodobacter xanthinilyticus	1850250	S	97	35	132	0.00032
Rhodobacter sp. CZR27	2033869	S	36	9	45	0.00011
Gemmobacter fulvus	2840474	S	118	20	138	0.00033
Gemmobacter aquarius	2169400	S	55	7	62	0.00015
Fuscovulum blasticum	1075	S	69	12	81	0.00020
Fuscovulum ytuae	3042299	S	46	5	51	0.00012
Cereibacter sphaeroides	1063	S	72	23	95	0.00023
Cereibacter azotoformans	43057	S	29	7	36	0.00009
Neotabrizicola shimadae	2807096	S	87	14	101	0.00024
Tabrizicola piscis	2494374	S	71	8	79	0.00019
Thioclava sp. GXIMD4216	3131929	S	10	0	10	0.00002
Thioclava nitratireducens	1915078	S	20	12	32	0.00008
Rhodovulum sp. P5	1564506	S	15	1	16	0.00004
Rhodovulum sp. MB263	308754	S	12	3	15	0.00004
Rhodovulum sulfidophilum	35806	S	16	14	30	0.00007
Haematobacter massiliensis	195105	S	40	11	51	0.00012
Frigidibacter mobilis	1335048	S	38	11	49	0.00012
Pseudooceanicola algae	1537215	S	11	1	12	0.00003
Pseudooceanicola nitratireducens	517719	S	10	2	12	0.00003
Yoonia vestfoldensis	245188	S	11	2	13	0.00003
Tritonibacter mobilis	379347	S	16	7	23	0.00006
Abyssibius alkaniclasticus	2881234	S	27	3	30	0.00007
Defluviimonas sp. SAOS-178_SWC	3121287	S	24	0	24	0.00006
Roseinatronobacter bogoriensis	119542	S	11	0	11	0.00003
Roseinatronobacter sp. S2	3035471	S	11	0	11	0.00003
Roseicitreum antarcticum	564137	S	21	2	23	0.00006
Pelagovum pacificum	2588711	S	15	2	17	0.00004
Polymorphum gilvum	991904	S	14	3	17	0.00004
Paroceanicella profunda	2579971	S	14	2	16	0.00004
Limimaricola variabilis	1492771	S	12	2	14	0.00003
Gymnodinialimonas ceratoperidinii	2856823	S	10	1	11	0.00003
Silicimonas algicola	1826607	S	13	1	14	0.00003
Brevirhabdus pacifica	1267768	S	11	3	14	0.00003
Pikeienuella piscinae	2748098	S	11	1	12	0.00003
Pseudorhodobacter turbinis	2500533	S	10	0	10	0.00002
Sulfitobacter sp. LCG007	3233575	S	14	0	14	0.00003
Sulfitobacter albidus	2829501	S	14	2	16	0.00004
Sulfitobacter pontiacus	60137	S	11	26	37	0.00009
Sulfitobacter faviae	1775881	S	10	6	16	0.00004
Roseovarius sp. SCSIO 43702	2823043	S	14	10	24	0.00006
Roseovarius indicus	540747	S	14	9	23	0.00006
Roseovarius faecimaris	2494550	S	11	2	13	0.00003
Roseovarius tolerans	74031	S	10	3	13	0.00003
Salipiger sp. H15	3029062	S	22	0	22	0.00005
Salipiger sp. CCB-MM3	1792508	S	10	2	12	0.00003
Salipiger profundus	1229727	S	22	12	34	0.00008
Salipiger abyssi	1250539	S	17	10	27	0.00007
Leisingera caerulea	506591	S	16	11	27	0.00007
Phaeobacter gallaeciensis	60890	S	18	11	29	0.00007
Phaeobacter piscinae	1580596	S	17	15	32	0.00008
Phaeobacter inhibens	221822	S	11	5	16	0.00004
Jannaschia sp. W003	2867012	S	18	12	30	0.00007
Jannaschia sp. GRR-S6-38	3038773	S	15	3	18	0.00004
uncultured Celeribacter sp.	1303376	S	15	2	17	0.00004
Celeribacter baekdonensis	875171	S	11	3	14	0.00003
Celeribacter indicus	1208324	S	10	6	16	0.00004
Roseivivax sp. THAF30	2587852	S	14	12	26	0.00006
Roseivivax marinus	1379903	S	11	2	13	0.00003
Palleronia sp. LCG004	3079304	S	14	1	15	0.00004
Palleronia sp. THAF1	2587842	S	12	1	13	0.00003
Pseudosulfitobacter pseudonitzschiae	1402135	S	17	11	28	0.00007
Ketogulonicigenium vulgare	92945	S	11	1	12	0.00003
Alloyangia pacifica	311180	S	18	5	23	0.00006
Mameliella alba	561184	S	18	7	25	0.00006
Ponticoccus alexandrii	1943633	S	16	4	20	0.00005
Tropicibacter oceani	3058420	S	15	3	18	0.00004
Roseibacterium elongatum	159346	S	15	2	17	0.00004
Marinovum algicola	42444	S	13	0	13	0.00003
Actibacterium sp. EMB200-NS6	1609966	S	13	8	21	0.00005
Oceanicola sp. D3	2587163	S	11	1	12	0.00003
Loktanella salsilacus	195913	S	10	1	11	0.00003
Sphingopyxis sp. BSN-002	2911495	S	146	30	176	0.00042
Sphingopyxis sp. DBS4	2968500	S	63	23	86	0.00021
Sphingopyxis sp. 113P3	292913	S	32	7	39	0.00009
Sphingopyxis sp. OPL5	2486273	S	32	7	39	0.00009
Sphingopyxis sp. YF1	2482763	S	30	9	39	0.00009
Sphingopyxis sp. QXT-31	1357916	S	29	8	37	0.00009
Sphingopyxis sp. EG6	1874061	S	29	8	37	0.00009
Sphingopyxis sp. PET50	2976533	S	29	7	36	0.00009
Sphingopyxis sp. PAMC25046	2565556	S	28	7	35	0.00008
Sphingopyxis sp. USTB-05	2830667	S	28	7	35	0.00008
Sphingopyxis sp. FD7	1914525	S	23	6	29	0.00007
Sphingopyxis sp. GC21	2933562	S	23	30	53	0.00013
Sphingopyxis sp. TUF1	3114367	S	15	0	15	0.00004
Sphingopyxis terrae	33052	S	83	98	181	0.00044
Sphingopyxis macrogoltabida	33050	S	54	11	65	0.00016
Sphingopyxis granuli	267128	S	36	29	65	0.00016
Sphingopyxis alaskensis	117207	S	28	5	33	0.00008
Sphingopyxis lindanitolerans	2054227	S	25	6	31	0.00007
uncultured Sphingopyxis sp.	310581	S	23	3	26	0.00006
Sphingopyxis chilensis	180400	S	17	0	17	0.00004
Sphingopyxis fribergensis	1515612	S	16	3	19	0.00005
Sphingopyxis indica	436663	S	15	4	19	0.00005
Sphingomonas sp. IC081	304378	S	33	65	98	0.00024
Sphingomonas sp. CL5.1	2653203	S	21	9	30	0.00007
Sphingomonas sp. R1	399176	S	17	6	23	0.00006
Sphingomonas sp. MM-1	745310	S	16	10	26	0.00006
Sphingomonas sp. KC8	1030157	S	16	2	18	0.00004
Sphingomonas sp. NBWT7	2596913	S	15	5	20	0.00005
Sphingomonas sp. HMP6	1517551	S	14	4	18	0.00004
Sphingomonas sp. Y38-1Y	3078265	S	14	4	18	0.00004
Sphingomonas sp. SUN039	2937787	S	11	1	12	0.00003
Sphingomonas sp. NIBR02145	3014784	S	10	3	13	0.00003
Sphingomonas sp. FARSPH	2219696	S	10	6	16	0.00004
Sphingomonas sanxanigenens	397260	S	21	6	27	0.00007
Sphingomonas abietis	3012344	S	15	3	18	0.00004
Sphingomonas profundi	2681549	S	15	3	18	0.00004
Sphingomonas nostoxanthinifaciens	2872652	S	14	2	16	0.00004
Sphingomonas paucimobilis	13689	S	13	8	21	0.00005
Sphingomonas naphthae	1813468	S	13	7	20	0.00005
Sphingomonas morindae	1541170	S	13	2	15	0.00004
Sphingomonas hankookensis	563996	S	13	8	21	0.00005
Sphingomonas parapaucimobilis	28213	S	12	0	12	0.00003
Sphingomonas cannabina	2899123	S	12	3	15	0.00004
Sphingomonas koreensis	93064	S	12	7	19	0.00005
Sphingomonas donggukensis	2949093	S	11	3	14	0.00003
Sphingomonas panacisoli	1813879	S	11	2	13	0.00003
Sphingomonas aliaeris	2759526	S	10	2	12	0.00003
Sphingomonas lacunae	2698828	S	10	0	10	0.00002
Sphingomonas hengshuiensis	1609977	S	10	2	12	0.00003
Novosphingobium sp. THN1	1016987	S	84	14	98	0.00024
Novosphingobium sp. ES2-1	2780074	S	79	26	105	0.00025
Novosphingobium sp. EMRT-2	2571749	S	43	10	53	0.00013
Novosphingobium sp. P6W	1609758	S	16	1	17	0.00004
Novosphingobium sp. RL4	3109595	S	15	0	15	0.00004
Novosphingobium sp. PP1Y	702113	S	12	4	16	0.00004
Novosphingobium sp. KACC 22771	3025670	S	11	1	12	0.00003
Novosphingobium sp. ZN18A2	3079861	S	10	0	10	0.00002
Novosphingobium resinovorum	158500	S	23	4	27	0.00007
Novosphingobium capsulatum	13688	S	21	0	21	0.00005
Novosphingobium aromaticivorans	48935	S	16	11	27	0.00007
Novosphingobium ginsenosidimutans	1176536	S	14	1	15	0.00004
Novosphingobium humi	2282397	S	14	1	15	0.00004
Novosphingobium olei	2728851	S	12	0	12	0.00003
Novosphingobium decolorationis	2698673	S	11	2	13	0.00003
Sphingobium sp. WTD-1	2979467	S	20	21	41	0.00010
Sphingobium sp. CAP-1	2676077	S	14	6	20	0.00005
Sphingobium sp. AP49	1144307	S	12	3	15	0.00004
Sphingobium sp. TKS	1315974	S	12	6	18	0.00004
Sphingobium sp. SYK-6	627192	S	11	2	13	0.00003
Sphingobium sp. EP60837	1855519	S	11	2	13	0.00003
Sphingobium sp. V4	3038927	S	10	2	12	0.00003
Sphingobium sp. YG1	2082188	S	10	5	15	0.00004
Sphingobium yanoikuyae	13690	S	55	49	104	0.00025
Sphingobium xenophagum	121428	S	26	9	35	0.00008
Sphingobium amiense	135719	S	14	8	22	0.00005
Sphingobium baderi	1332080	S	10	16	26	0.00006
Sphingobium phenoxybenzoativorans	1592790	S	10	1	11	0.00003
Blastomonas sp.	1909299	S	11	34	45	0.00011
Rhizorhabdus dicambivorans	1850238	S	17	7	24	0.00006
Rhizorhabdus wittichii	160791	S	16	4	20	0.00005
Aquisediminimonas profunda	1550733	S	17	0	17	0.00004
Erythrobacter sp. BLCC-B19	3025315	S	30	10	40	0.00010
Erythrobacter sp.	1042	S	18	7	25	0.00006
uncultured Erythrobacter sp.	263913	S	25	6	31	0.00007
Erythrobacter neustonensis	1112	S	11	3	14	0.00003
Erythrobacter litoralis	39960	S	11	4	15	0.00004
Porphyrobacter sp. CACIAM 03H1	2003315	S	37	14	51	0.00012
Porphyrobacter sp. YT40	2547601	S	21	11	32	0.00008
Porphyrobacter sp. HT-58-2	2023229	S	20	6	26	0.00006
Porphyrobacter sp. LM 6	1896196	S	18	7	25	0.00006
Porphyrobacter sp. ULC335	2854260	S	10	2	12	0.00003
Qipengyuania flava	192812	S	11	7	18	0.00004
Croceicoccus sp. YJ47	2798724	S	11	5	16	0.00004
Croceicoccus marinus	450378	S	14	6	20	0.00005
Altererythrobacter sp. H2	3108391	S	11	0	11	0.00003
Caenibius sp. WL	2872646	S	21	2	23	0.00006
Caenibius tardaugens	169176	S	11	2	13	0.00003
Sphingosinicella microcystinivorans	335406	S	30	4	34	0.00008
Sandaracinobacteroides saxicola	2759707	S	10	0	10	0.00002
Brevundimonas sp. C43	3068314	S	25	38	63	0.00015
Brevundimonas sp. M20	2591463	S	23	3	26	0.00006
Brevundimonas sp. PAMC22021	2861285	S	21	3	24	0.00006
Brevundimonas sp. SL130	2995143	S	20	5	25	0.00006
Brevundimonas sp. NIBR10	3015997	S	18	2	20	0.00005
Brevundimonas sp. LM2	1938605	S	15	2	17	0.00004
Brevundimonas sp. NIBR11	3015999	S	15	2	17	0.00004
Brevundimonas sp. MF30-B	2561924	S	13	2	15	0.00004
Brevundimonas pondensis	2774189	S	90	19	109	0.00026
uncultured Brevundimonas sp.	213418	S	44	28	72	0.00017
Brevundimonas bullata	13160	S	40	0	40	0.00010
Brevundimonas diminuta	293	S	27	22	49	0.00012
Brevundimonas subvibrioides	74313	S	27	5	32	0.00008
Brevundimonas albigilva	1312364	S	27	7	34	0.00008
Brevundimonas naejangsanensis	588932	S	23	11	34	0.00008
Brevundimonas nasdae	172043	S	21	6	27	0.00007
Brevundimonas goettingensis	2774190	S	17	2	19	0.00005
Brevundimonas vesicularis	41276	S	13	11	24	0.00006
Brevundimonas vitisensis	2800818	S	13	1	14	0.00003
Phenylobacterium sp. NIBR 498073	3015177	S	193	33	226	0.00054
Phenylobacterium sp. LH3H17	2903901	S	25	3	28	0.00007
Phenylobacterium zucineum	284016	S	24	3	27	0.00007
Phenylobacterium montanum	2823693	S	15	1	16	0.00004
Phenylobacterium parvum	2201350	S	11	1	12	0.00003
Caulobacter sp. FWC26	69665	S	57	12	69	0.00017
Caulobacter sp. NIBR1757	3016000	S	17	2	19	0.00005
Caulobacter sp. NIBR2454	3015996	S	13	11	24	0.00006
Caulobacter segnis	88688	S	49	8	57	0.00014
Caulobacter vibrioides	155892	S	39	8	47	0.00011
Caulobacter mirabilis	69666	S	16	2	18	0.00004
Caulobacter flavus	1679497	S	14	2	16	0.00004
Caulobacter rhizosphaerae	2010972	S	12	1	13	0.00003
Caulobacter henricii	69395	S	11	1	12	0.00003
Caulobacter soli	2708539	S	11	1	12	0.00003
Terricaulis silvestris	2686094	S	25	1	26	0.00006
Roseomonas fluvialis	1750527	S	101	11	112	0.00027
Roseomonas sp. OT10	2897332	S	33	6	39	0.00009
Roseomonas gilardii	257708	S	24	6	30	0.00007
Roseomonas mucosa	207340	S	17	42	59	0.00014
Roseomonas haemaphysalidis	2768162	S	16	2	18	0.00004
Roseomonas marmotae	2768161	S	10	1	11	0.00003
Sediminicoccus rosea	1225128	S	35	5	40	0.00010
Sediminicoccus sp. KRV36	3133721	S	12	0	12	0.00003
Acetobacter aceti	435	S	10	12	22	0.00005
Rhodovastum atsumiense	504468	S	27	2	29	0.00007
Roseococcus microcysteis	2771361	S	26	5	31	0.00007
Pseudoroseomonas cervicalis	204525	S	26	7	33	0.00008
Pararoseomonas sp. SCSIO 73927	3114537	S	16	0	16	0.00004
Lichenicola cladoniae	1484109	S	16	1	17	0.00004
Acidisoma sp. PAMC 29798	3040935	S	14	0	14	0.00003
Acidibrevibacterium fodinaquatile	1969806	S	13	1	14	0.00003
Granulibacter bethesdensis	364410	S	11	1	12	0.00003
Acidocella sp. MX-AZ03	2697363	S	11	1	12	0.00003
Novacetimonas hansenii	436	S	10	7	17	0.00004
Azospirillum sp. TSH100	652764	S	12	5	17	0.00004
Azospirillum sp. B510	137722	S	11	4	15	0.00004
Azospirillum brasilense	192	S	25	23	48	0.00012
Azospirillum thiophilum	528244	S	17	5	22	0.00005
Azospirillum ramasamyi	682998	S	16	8	24	0.00006
Azospirillum argentinense	2970906	S	14	15	29	0.00007
Azospirillum humicireducens	1226968	S	13	7	20	0.00005
Azospirillum thermophilum	2202148	S	13	2	15	0.00004
Azospirillum lipoferum	193	S	11	7	18	0.00004
Skermanella pratensis	2233999	S	10	13	23	0.00006
Nitrospirillum viridazoti	3144925	S	26	2	28	0.00007
Magnetospirillum gryphiswaldense	55518	S	16	3	19	0.00005
Rhodospirillum rubrum	1085	S	14	1	15	0.00004
Rhodospirillum centenum	34018	S	10	2	12	0.00003
Defluviicoccus vanus	111831	S	11	1	12	0.00003
Ferrovibrio terrae	2594003	S	11	1	12	0.00003
Magnetospira sp. QH-2	1288970	S	11	0	11	0.00003
Hypericibacter terrae	2602015	S	16	2	18	0.00004
Hypericibacter adhaerens	2602016	S	15	2	17	0.00004
Stella humosa	94	S	22	2	24	0.00006
Thalassobaculum sp. OXR-137	3100173	S	12	1	13	0.00003
Elioraea tepida	2843330	S	13	1	14	0.00003
Orientia tsutsugamushi	784	S	10	4	14	0.00003
Candidatus Megaera polyxenophila	988779	S	16	0	16	0.00004
Candidatus Viadribacter manganicus	1759059	S	46	2	48	0.00012
uncultured Hyphomonas sp.	225298	S	11	0	11	0.00003
Tistrella mobilis	171437	S	12	1	13	0.00003
Bacteroides uniformis	820	S	7266	942	8208	0.01979
Bacteroides stercoris	46506	S	4402	222	4624	0.01115
Bacteroides thetaiotaomicron	818	S	4138	507	4645	0.01120
Bacteroides fragilis	817	S	2510	474	2984	0.00719
Bacteroides ovatus	28116	S	1990	1439	3429	0.00827
Bacteroides xylanisolvens	371601	S	1734	352	2086	0.00503
Bacteroides eggerthii	28111	S	1361	38	1399	0.00337
Bacteroides sp. M10	2763022	S	293	51	344	0.00083
Bacteroides sp. D2	556259	S	193	46	239	0.00058
Bacteroides sp. A1C1	2528203	S	181	127	308	0.00074
Bacteroides sp. HF-162	2785531	S	162	167	329	0.00079
Bacteroides sp. CACC 737	2755405	S	142	82	224	0.00054
Bacteroides sp. MSB163	3117552	S	121	0	121	0.00029
Bacteroides sp. DH3716P	2847299	S	61	62	123	0.00030
Bacteroides sp. ZJ-18	2709390	S	11	7	18	0.00004
Bacteroides sp. PHL 2737	2162637	S	10	429	439	0.00106
Bacteroides sp. BFG-257	2972761	S	10	79	89	0.00021
Bacteroides cellulosilyticus	246787	S	1277	75	1352	0.00326
Bacteroides caccae	47678	S	1051	59	1110	0.00268
Bacteroides intestinalis	329854	S	781	12	793	0.00191
uncultured Bacteroides sp.	162156	S	735	5	740	0.00178
Bacteroides salyersiae	291644	S	624	11	635	0.00153
Bacteroides graminisolvens	477666	S	556	3	559	0.00135
Bacteroides nordii	291645	S	340	4	344	0.00083
Bacteroides finegoldii	338188	S	335	26	361	0.00087
Bacteroides faecis	674529	S	332	11	343	0.00083
Bacteroides zhangwenhongii	2650157	S	217	13	230	0.00055
Bacteroides faecium	2715212	S	193	1	194	0.00047
Bacteroides humanifaecis	2792859	S	169	148	317	0.00076
Bacteroides luhongzhouii	2650158	S	146	5	151	0.00036
Bacteroides helcogenes	290053	S	138	1	139	0.00034
Bacteroides caecimuris	1796613	S	127	7	134	0.00032
Bacteroides heparinolyticus	28113	S	90	1	91	0.00022
Bacteroides zoogleoformans	28119	S	86	2	88	0.00021
Bacteroides sedimenti	2136147	S	63	0	63	0.00015
Phocaeicola vulgatus	821	S	14401	3939	18340	0.04422
Phocaeicola dorei	357276	S	4843	235	5078	0.01224
Phocaeicola coprophilus	387090	S	1236	30	1266	0.00305
Phocaeicola salanitronis	376805	S	277	3	280	0.00068
Segatella copri	165179	S	12661	375	13036	0.03143
Segatella hominis	2518605	S	415	19	434	0.00105
Segatella oris	28135	S	68	3	71	0.00017
Segatella bryantii	77095	S	44	22	66	0.00016
Segatella baroniae	305719	S	20	16	36	0.00009
Prevotella herbatica	2801997	S	1056	10	1066	0.00257
Prevotella sp. Rep29	2691580	S	81	2	83	0.00020
Prevotella sp. E13-17	2913616	S	61	6	67	0.00016
Prevotella sp. E9-3	2913621	S	54	5	59	0.00014
Prevotella sp. E15-22	2937774	S	52	5	57	0.00014
Prevotella sp. E2-28	2913620	S	44	4	48	0.00012
Prevotella sp. oral taxon 475	712471	S	39	1	40	0.00010
Prevotella sp. oral taxon 299	652716	S	36	4	40	0.00010
Prevotella melaninogenica	28132	S	212	64	276	0.00067
Prevotella intermedia	28131	S	117	33	150	0.00036
Prevotella corporis	28128	S	89	7	96	0.00023
Prevotella bivia	28125	S	81	6	87	0.00021
Prevotella dentalis	52227	S	79	5	84	0.00020
Prevotella communis	2913614	S	70	4	74	0.00018
Prevotella denticola	28129	S	59	19	78	0.00019
Prevotella histicola	470565	S	53	6	59	0.00014
Prevotella jejuni	1177574	S	48	17	65	0.00016
Prevotella nigrescens	28133	S	36	12	48	0.00012
Prevotella multiformis	282402	S	36	15	51	0.00012
Prevotella scopos	589437	S	34	16	50	0.00012
Prevotella veroralis	28137	S	31	5	36	0.00009
Prevotella fusca	589436	S	31	6	37	0.00009
Paraprevotella clara	454154	S	273	23	296	0.00071
Paraprevotella xylaniphila	454155	S	130	11	141	0.00034
Hoylesella buccalis	28127	S	88	92	180	0.00043
Hoylesella enoeca	76123	S	70	5	75	0.00018
Xylanibacter ruminicola	839	S	83	1	84	0.00020
Pseudoprevotella muciniphila	2133944	S	32	0	32	0.00008
Parabacteroides distasonis	823	S	2461	471	2932	0.00707
Parabacteroides merdae	46503	S	878	424	1302	0.00314
Parabacteroides goldsteinii	328812	S	231	3	234	0.00056
Parabacteroides johnsonii	387661	S	177	425	602	0.00145
Parabacteroides sp. AD58	2951805	S	161	0	161	0.00039
Parabacteroides sp. CT06	2025876	S	16	50	66	0.00016
Parabacteroides chongii	2685834	S	116	2	118	0.00028
Parabacteroides faecis	1217282	S	76	1	77	0.00019
