name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Novosphingobium sp. KA1	164608	S	12	18	30	0.00008
Novosphingobium sp. ZN18A2	3079861	S	11	0	11	0.00003
Novosphingobium ginsenosidimutans	1176536	S	42	3	45	0.00013
Novosphingobium olei	2728851	S	38	0	38	0.00011
Novosphingobium capsulatum	13688	S	34	0	34	0.00010
Novosphingobium aromaticivorans	48935	S	31	35	66	0.00019
Novosphingobium resinovorum	158500	S	25	4	29	0.00008
Novosphingobium humi	2282397	S	21	3	24	0.00007
Novosphingobium decolorationis	2698673	S	17	3	20	0.00006
Novosphingobium kaempferiae	2896849	S	16	2	18	0.00005
Novosphingobium pentaromativorans	205844	S	12	10	22	0.00006
Aquisediminimonas profunda	1550733	S	275	6	281	0.00079
Rhizorhabdus wittichii	160791	S	22	6	28	0.00008
Rhizorhabdus dicambivorans	1850238	S	19	7	26	0.00007
Rhizorhabdus phycosphaerae	2711156	S	14	1	15	0.00004
Blastomonas sp.	1909299	S	12	22	34	0.00010
Sphingorhabdus lacus	392610	S	15	1	16	0.00005
Parasphingopyxis algicola	2026624	S	12	0	12	0.00003
Hankyongella ginsenosidimutans	1763828	S	14	1	15	0.00004
Citromicrobium sp. JL477	1634516	S	11	1	12	0.00003
Erythrobacter sp.	1042	S	25	13	38	0.00011
Erythrobacter sp. BLCC-B19	3025315	S	19	5	24	0.00007
Erythrobacter neustonensis	1112	S	14	3	17	0.00005
Erythrobacter litoralis	39960	S	12	4	16	0.00005
uncultured Erythrobacter sp.	263913	S	10	2	12	0.00003
Erythrobacter aurantius	2909249	S	10	1	11	0.00003
Porphyrobacter sp. CACIAM 03H1	2003315	S	18	6	24	0.00007
Porphyrobacter sp. YT40	2547601	S	14	6	20	0.00006
Porphyrobacter sp. LM 6	1896196	S	11	3	14	0.00004
Porphyrobacter sp. HT-58-2	2023229	S	11	2	13	0.00004
Qipengyuania flava	192812	S	15	10	25	0.00007
Croceicoccus sp. YJ47	2798724	S	10	6	16	0.00005
Croceicoccus marinus	450378	S	18	9	27	0.00008
Croceicoccus naphthovorans	1348774	S	12	6	18	0.00005
Tsuneonella sp. CC-YZS046	3042152	S	14	0	14	0.00004
Tsuneonella dongtanensis	692370	S	10	2	12	0.00003
Aurantiacibacter sp. MUD11	3003265	S	11	2	13	0.00004
Caenibius sp. WL	2872646	S	14	1	15	0.00004
Pelagerythrobacter marensis	543877	S	16	5	21	0.00006
Sphingosinicella microcystinivorans	335406	S	15	1	16	0.00005
Sphingosinicella flava	2771430	S	11	0	11	0.00003
Paracoccus sp. TOH	1263728	S	38	20	58	0.00016
Paracoccus sp. MA	2895796	S	24	19	43	0.00012
Paracoccus sp. MC1862	2760307	S	22	3	25	0.00007
Paracoccus sp. AK26	2589076	S	17	5	22	0.00006
Paracoccus sp. S3-43	3030011	S	15	8	23	0.00006
Paracoccus yeei	147645	S	65	56	121	0.00034
Paracoccus aminovorans	34004	S	53	16	69	0.00019
Paracoccus zhejiangensis	1077935	S	40	9	49	0.00014
Paracoccus denitrificans	266	S	34	17	51	0.00014
Paracoccus sanguinis	1545044	S	26	7	33	0.00009
Paracoccus versutus	34007	S	25	14	39	0.00011
Paracoccus contaminans	1945662	S	21	5	26	0.00007
Paracoccus alcaliphilus	34002	S	20	4	24	0.00007
Paracoccus fistulariae	658446	S	19	4	23	0.00006
Paracoccus pantotrophus	82367	S	18	13	31	0.00009
Paracoccus jeotgali	2065379	S	18	3	21	0.00006
Paracoccus methylovorus	2812658	S	17	3	20	0.00006
Paracoccus liaowanqingii	2560053	S	17	2	19	0.00005
Paracoccus marcusii	59779	S	16	14	30	0.00008
Paracoccus tegillarcae	1529068	S	16	2	18	0.00005
Paracoccus aminophilus	34003	S	16	1	17	0.00005
Paracoccus kondratievae	135740	S	15	3	18	0.00005
Paracoccus saliphilus	405559	S	15	1	16	0.00005
Paracoccus aestuarii	453842	S	15	3	18	0.00005
Paracoccus suum	2259340	S	14	2	16	0.00005
Paracoccus sediminicola	3017783	S	10	3	13	0.00004
Paracoccus stylophorae	659350	S	10	3	13	0.00004
Paracoccus seriniphilus	184748	S	10	1	11	0.00003
Rhodobacter capsulatus	1061	S	42	10	52	0.00015
Rhodobacter xanthinilyticus	1850250	S	37	15	52	0.00015
Rhodobacter sp. CZR27	2033869	S	13	4	17	0.00005
Fuscovulum blasticum	1075	S	34	7	41	0.00012
Fuscovulum ytuae	3042299	S	24	3	27	0.00008
Gemmobacter fulvus	2840474	S	33	7	40	0.00011
Gemmobacter aquarius	2169400	S	21	3	24	0.00007
Cereibacter sphaeroides	1063	S	25	7	32	0.00009
Cereibacter azotoformans	43057	S	19	5	24	0.00007
Neotabrizicola shimadae	2807096	S	42	8	50	0.00014
Pseudooceanicola nitratireducens	517719	S	12	2	14	0.00004
Pseudooceanicola spongiae	2613965	S	10	1	11	0.00003
Rhodovulum sulfidophilum	35806	S	12	14	26	0.00007
Tabrizicola piscis	2494374	S	32	5	37	0.00010
Paroceanicella profunda	2579971	S	27	6	33	0.00009
Frigidibacter mobilis	1335048	S	25	8	33	0.00009
Tritonibacter mobilis	379347	S	10	5	15	0.00004
Defluviimonas sp. SAOS-178_SWC	3121287	S	20	0	20	0.00006
Pikeienuella piscinae	2748098	S	15	1	16	0.00005
Pontivivens ytuae	2789856	S	15	1	16	0.00005
Pukyongiella litopenaei	2605946	S	13	4	17	0.00005
Polymorphum gilvum	991904	S	12	1	13	0.00004
Limimaricola variabilis	1492771	S	12	2	14	0.00004
Haematobacter massiliensis	195105	S	12	2	14	0.00004
Rhodophyticola sp. CCM32	2916397	S	11	1	12	0.00003
Roseicitreum antarcticum	564137	S	10	1	11	0.00003
Sulfitobacter sp. LCG007	3233575	S	10	0	10	0.00003
Sulfitobacter albidus	2829501	S	13	20	33	0.00009
Roseovarius sp. SCSIO 43702	2823043	S	11	8	19	0.00005
Roseovarius indicus	540747	S	11	9	20	0.00006
Roseovarius faecimaris	2494550	S	10	3	13	0.00004
Leisingera caerulea	506591	S	17	10	27	0.00008
Leisingera thetidis	2930199	S	12	6	18	0.00005
Leisingera aquaemixtae	1396826	S	10	7	17	0.00005
Ruegeria pomeroyi	89184	S	12	4	16	0.00005
uncultured Celeribacter sp.	1303376	S	13	1	14	0.00004
Celeribacter indicus	1208324	S	12	8	20	0.00006
Salipiger sp. H15	3029062	S	15	0	15	0.00004
Salipiger sp. CCB-MM3	1792508	S	10	3	13	0.00004
Phaeobacter inhibens	221822	S	16	13	29	0.00008
Jannaschia sp. GRR-S6-38	3038773	S	11	2	13	0.00004
Jannaschia sp. W003	2867012	S	10	9	19	0.00005
Roseivivax marinus	1379903	S	13	4	17	0.00005
Sagittula stellata	52603	S	10	0	10	0.00003
Thalassovita sp.	1979401	S	16	3	19	0.00005
Pseudosulfitobacter pseudonitzschiae	1402135	S	13	10	23	0.00006
Palleronia sp. LCG004	3079304	S	10	1	11	0.00003
Tropicibacter oceani	3058420	S	16	4	20	0.00006
Oceanicola sp. D3	2587163	S	13	2	15	0.00004
Alloyangia pacifica	311180	S	12	4	16	0.00005
Actibacterium sp. EMB200-NS6	1609966	S	12	10	22	0.00006
Roseibacterium elongatum	159346	S	11	2	13	0.00004
Roseicyclus marinus	2161673	S	10	0	10	0.00003
Marinovum algicola	42444	S	10	0	10	0.00003
Mameliella alba	561184	S	10	4	14	0.00004
Roseomonas fluvialis	1750527	S	86	8	94	0.00026
Roseomonas gilardii	257708	S	25	5	30	0.00008
Roseomonas haemaphysalidis	2768162	S	21	2	23	0.00006
Roseomonas sp. OT10	2897332	S	18	3	21	0.00006
Roseomonas mucosa	207340	S	14	33	47	0.00013
Roseomonas marmotae	2768161	S	12	1	13	0.00004
Sediminicoccus rosea	1225128	S	40	5	45	0.00013
Sediminicoccus sp. KRV36	3133721	S	16	0	16	0.00005
Acetobacter aceti	435	S	10	15	25	0.00007
Rhodovastum atsumiense	504468	S	42	3	45	0.00013
Pseudoroseomonas cervicalis	204525	S	24	6	30	0.00008
Roseococcus microcysteis	2771361	S	22	4	26	0.00007
Acidibrevibacterium fodinaquatile	1969806	S	18	1	19	0.00005
Gluconobacter oxydans	442	S	10	6	16	0.00005
Acidocella sp. MX-AZ03	2697363	S	15	1	16	0.00005
Gluconacetobacter diazotrophicus	33996	S	13	3	16	0.00005
Pararoseomonas sp. SCSIO 73927	3114537	S	12	0	12	0.00003
Lichenicola cladoniae	1484109	S	12	0	12	0.00003
Azospirillum sp. TSA2s	709810	S	20	11	31	0.00009
Azospirillum sp. TSH100	652764	S	18	6	24	0.00007
Azospirillum sp. B510	137722	S	11	3	14	0.00004
Azospirillum thermophilum	2202148	S	33	5	38	0.00011
Azospirillum brasilense	192	S	30	26	56	0.00016
Azospirillum argentinense	2970906	S	18	18	36	0.00010
Azospirillum ramasamyi	682998	S	15	6	21	0.00006
Azospirillum humicireducens	1226968	S	14	6	20	0.00006
Azospirillum lipoferum	193	S	12	7	19	0.00005
Azospirillum thiophilum	528244	S	12	3	15	0.00004
Azospirillum oryzae	286727	S	11	7	18	0.00005
Azospirillum formosense	861533	S	11	0	11	0.00003
Skermanella mucosa	1789672	S	17	9	26	0.00007
Skermanella pratensis	2233999	S	15	7	22	0.00006
Skermanella sp. TT6	2775420	S	15	9	24	0.00007
Skermanella rosea	1817965	S	11	7	18	0.00005
Niveispirillum cyanobacteriorum	1612173	S	24	1	25	0.00007
Nitrospirillum viridazoti	3144925	S	21	1	22	0.00006
Indioceanicola profundi	2220096	S	20	1	21	0.00006
Magnetospirillum sp. XM-1	1663591	S	11	13	24	0.00007
Magnetospirillum gryphiswaldense	55518	S	13	2	15	0.00004
Defluviicoccus vanus	111831	S	32	2	34	0.00010
Rhodospirillum rubrum	1085	S	11	1	12	0.00003
Rhodospirillum centenum	34018	S	11	2	13	0.00004
Ferrovibrio terrae	2594003	S	13	1	14	0.00004
Hypericibacter terrae	2602015	S	45	8	53	0.00015
Hypericibacter adhaerens	2602016	S	40	8	48	0.00014
Stella humosa	94	S	35	3	38	0.00011
Thalassobaculum sp. OXR-137	3100173	S	24	2	26	0.00007
Paramagnetospirillum magneticum	84159	S	18	20	38	0.00011
Elioraea tepida	2843330	S	16	1	17	0.00005
Brevundimonas sp. M20	2591463	S	15	2	17	0.00005
Brevundimonas sp. PAMC22021	2861285	S	14	2	16	0.00005
Brevundimonas sp. NIBR10	3015997	S	14	1	15	0.00004
Brevundimonas sp. NIBR11	3015999	S	14	2	16	0.00005
Brevundimonas sp. SL130	2995143	S	12	3	15	0.00004
Brevundimonas sp. SGAir0440	2579977	S	11	14	25	0.00007
Brevundimonas pondensis	2774189	S	43	10	53	0.00015
Brevundimonas diminuta	293	S	20	24	44	0.00012
Brevundimonas albigilva	1312364	S	20	5	25	0.00007
Brevundimonas subvibrioides	74313	S	18	4	22	0.00006
Brevundimonas nasdae	172043	S	17	7	24	0.00007
uncultured Brevundimonas sp.	213418	S	16	14	30	0.00008
Brevundimonas bullata	13160	S	13	0	13	0.00004
Brevundimonas goettingensis	2774190	S	13	1	14	0.00004
Brevundimonas mediterranea	74329	S	10	3	13	0.00004
Brevundimonas naejangsanensis	588932	S	10	7	17	0.00005
Phenylobacterium sp. NIBR 498073	3015177	S	220	37	257	0.00072
Phenylobacterium sp. LH3H17	2903901	S	54	7	61	0.00017
Phenylobacterium montanum	2823693	S	31	3	34	0.00010
Phenylobacterium zucineum	284016	S	27	4	31	0.00009
Phenylobacterium parvum	2201350	S	19	2	21	0.00006
Caulobacter sp. FWC26	69665	S	41	9	50	0.00014
Caulobacter sp. NIBR1757	3016000	S	28	3	31	0.00009
Caulobacter sp. NIBR2454	3015996	S	17	2	19	0.00005
Caulobacter sp. 73W	3161137	S	14	0	14	0.00004
Caulobacter segnis	88688	S	65	12	77	0.00022
Caulobacter vibrioides	155892	S	43	11	54	0.00015
Caulobacter mirabilis	69666	S	29	3	32	0.00009
Caulobacter soli	2708539	S	24	4	28	0.00008
Caulobacter flavus	1679497	S	20	3	23	0.00006
Caulobacter rhizosphaerae	2010972	S	20	3	23	0.00006
Terricaulis silvestris	2686094	S	85	2	87	0.00024
Asticcacaulis sp. MM231	3157666	S	14	0	14	0.00004
Asticcacaulis sp. AND118	2840468	S	10	2	12	0.00003
Asticcacaulis excentricus	78587	S	11	1	12	0.00003
Candidatus Viadribacter manganicus	1759059	S	116	2	118	0.00033
uncultured Hyphomonas sp.	225298	S	17	1	18	0.00005
Emcibacter sp.	1979954	S	10	0	10	0.00003
Tistrella mobilis	171437	S	23	1	24	0.00007
Acidithiobacillus caldus	33059	S	11	5	16	0.00005
Cloacibacterium caeni	2004710	S	16159	1701	17860	0.05029
Cloacibacterium normanense	237258	S	3745	446	4191	0.01180
Cloacibacterium sp. TD35	2976818	S	1195	68	1263	0.00356
Chryseobacterium sp. POL2	2713414	S	205	17	222	0.00063
Chryseobacterium sp. 6424	2039166	S	43	4	47	0.00013
Chryseobacterium sp. T16E-39	2015076	S	40	5	45	0.00013
Chryseobacterium sp. POE27	3138177	S	35	0	35	0.00010
Chryseobacterium sp. CY350	2997336	S	34	9	43	0.00012
Chryseobacterium sp. 3008163	2478663	S	32	15	47	0.00013
Chryseobacterium sp. C-71	2893882	S	31	0	31	0.00009
Chryseobacterium sp. MYb264	2745153	S	31	0	31	0.00009
Chryseobacterium sp. G0201	2487065	S	30	11	41	0.00012
Chryseobacterium sp. Y16C	2920939	S	29	21	50	0.00014
Chryseobacterium sp. SNU WT5	2594269	S	29	2	31	0.00009
Chryseobacterium sp. LJ668	2864040	S	25	6	31	0.00009
Chryseobacterium sp. ZHDP1	2838877	S	25	18	43	0.00012
Chryseobacterium sp. StRB126	878220	S	24	10	34	0.00010
Chryseobacterium sp. MEBOG06	2879938	S	24	7	31	0.00009
Chryseobacterium sp. Chry.R1	3139392	S	23	0	23	0.00006
Chryseobacterium sp. IHB B 17019	1721091	S	21	4	25	0.00007
Chryseobacterium sp. G0186	2487064	S	20	8	28	0.00008
Chryseobacterium sp. MEBOG07	2879939	S	13	7	20	0.00006
Chryseobacterium sp. JJR-5R	3093923	S	13	1	14	0.00004
Chryseobacterium sp. CP-77	3116594	S	12	0	12	0.00003
Chryseobacterium sp.	1871047	S	10	3	13	0.00004
Chryseobacterium indologenes	253	S	225	57	282	0.00079
Chryseobacterium manosquense	2754694	S	205	32	237	0.00067
Chryseobacterium taklimakanense	536441	S	117	10	127	0.00036
Chryseobacterium gambrini	373672	S	85	31	116	0.00033
Chryseobacterium suipulveris	2929800	S	84	6	90	0.00025
Chryseobacterium oryzae	2929799	S	57	9	66	0.00019
Chryseobacterium indoltheticum	254	S	56	12	68	0.00019
Chryseobacterium shandongense	1493872	S	50	11	61	0.00017
Chryseobacterium arthrosphaerae	651561	S	41	9	50	0.00014
Chryseobacterium carnipullorum	1124835	S	36	6	42	0.00012
Chryseobacterium scophthalmum	59733	S	34	0	34	0.00010
Chryseobacterium balustinum	246	S	32	9	41	0.00012
Chryseobacterium camelliae	1265445	S	32	4	36	0.00010
Chryseobacterium gleum	250	S	26	13	39	0.00011
Chryseobacterium paludis	2956784	S	24	2	26	0.00007
Chryseobacterium gotjawalense	3042315	S	23	8	31	0.00009
Chryseobacterium fluminis	2983606	S	23	3	26	0.00007
Chryseobacterium glaciei	1685010	S	20	4	24	0.00007
Chryseobacterium oranimense	421058	S	20	2	22	0.00006
Chryseobacterium piperi	558152	S	20	1	21	0.00006
Chryseobacterium bernardetii	1241978	S	18	81	99	0.00028
Chryseobacterium gallinarum	1324352	S	18	2	20	0.00006
Chryseobacterium nakagawai	1241982	S	17	15	32	0.00009
Chryseobacterium aureum	2497456	S	16	3	19	0.00005
Chryseobacterium lactis	1241981	S	16	3	19	0.00005
Chryseobacterium daecheongense	192389	S	15	2	17	0.00005
Chryseobacterium salivictor	2547600	S	14	4	18	0.00005
Chryseobacterium joostei	112234	S	13	3	16	0.00005
Chryseobacterium capnotolerans	2759528	S	11	3	14	0.00004
Epilithonimonas vandammei	2487072	S	1084	165	1249	0.00352
Epilithonimonas zeae	1416779	S	26	1	27	0.00008
Candidatus Kaistella beijingensis	2820270	S	371	28	399	0.00112
Kaistella faecalis	2852098	S	21	0	21	0.00006
Kaistella carnis	1241979	S	19	2	21	0.00006
Kaistella antarctica	266748	S	14	0	14	0.00004
Kaistella jeonii	266749	S	14	0	14	0.00004
Kaistella daneshvariae	2487074	S	12	0	12	0.00003
Kaistella sp. 97-N-M2	2908645	S	12	0	12	0.00003
Elizabethkingia anophelis	1117645	S	119	32	151	0.00043
Elizabethkingia sp. M8	2796140	S	61	31	92	0.00026
Elizabethkingia sp. JS20170427COW	2583851	S	24	0	24	0.00007
Elizabethkingia miricola	172045	S	23	3	26	0.00007
Elizabethkingia meningoseptica	238	S	22	0	22	0.00006
Empedobacter falsenii	343874	S	41	33	74	0.00021
Empedobacter stercoris	1628248	S	13	34	47	0.00013
Riemerella anatipestifer	34085	S	82	16	98	0.00028
Bergeyella porcorum	1735111	S	52	0	52	0.00015
Candidatus Ornithobacterium hominis	2497989	S	14	0	14	0.00004
Ornithobacterium rhinotracheale	28251	S	10	0	10	0.00003
Weeksella virosa	1014	S	10	0	10	0.00003
Cruoricaptor ignavus	1118202	S	10	0	10	0.00003
Flavobacterium sp.	239	S	281	297	578	0.00163
Flavobacterium sp. N2820	2986834	S	211	38	249	0.00070
Flavobacterium sp. IMCC34852	2732161	S	69	8	77	0.00022
Flavobacterium sp. M31R6	2739062	S	54	12	66	0.00019
Flavobacterium sp. N3904	2986835	S	53	11	64	0.00018
Flavobacterium sp. N1994	2986827	S	49	5	54	0.00015
Flavobacterium sp. N2270	2986831	S	48	8	56	0.00016
Flavobacterium sp. 20NA77.7	3073563	S	46	6	52	0.00015
Flavobacterium sp. ZE23DGlu08	3059026	S	40	16	56	0.00016
Flavobacterium sp. Sr18	935222	S	39	14	53	0.00015
Flavobacterium sp. N1719	2885633	S	39	2	41	0.00012
Flavobacterium sp. K5-23	2746225	S	35	6	41	0.00012
Flavobacterium sp. WV_118_3	3151764	S	34	0	34	0.00010
Flavobacterium sp. N2038	2986829	S	33	12	45	0.00013
Flavobacterium sp. IMCC34518	3003623	S	33	82	115	0.00032
Flavobacterium sp. NG2	3097547	S	33	4	37	0.00010
Flavobacterium sp. KS-LB2	3120525	S	32	0	32	0.00009
Flavobacterium sp. 140616W15	2478552	S	32	5	37	0.00010
Flavobacterium sp. CECT 9288	2845819	S	32	54	86	0.00024
Flavobacterium sp. CLA17	2724135	S	24	6	30	0.00008
Flavobacterium sp. KBS0721	1179672	S	23	12	35	0.00010
Flavobacterium sp. MDT1-60	1979344	S	22	7	29	0.00008
Flavobacterium sp. xlx-214	2654325	S	21	3	24	0.00007
Flavobacterium sp. CHNK8	2871165	S	20	36	56	0.00016
Flavobacterium sp. N1736	2986823	S	20	7	27	0.00008
Flavobacterium sp. KACC 22761	3092665	S	19	7	26	0.00007
Flavobacterium sp. SLB02	2665645	S	19	10	29	0.00008
Flavobacterium sp. TR2	2977321	S	18	9	27	0.00008
Flavobacterium sp. I3-2	2748319	S	18	3	21	0.00006
Flavobacterium sp. YJ01	3031997	S	16	12	28	0.00008
Flavobacterium sp. CS20	2775246	S	15	2	17	0.00005
Flavobacterium sp. CFS9	3143118	S	15	0	15	0.00004
Flavobacterium sp. GSB-24	2994319	S	14	7	21	0.00006
Flavobacterium sp. B183	907046	S	12	21	33	0.00009
Flavobacterium sp. KACC 22763	3025668	S	11	11	22	0.00006
Flavobacterium channae	2897181	S	659	159	818	0.00230
Flavobacterium cyclinae	2895947	S	589	119	708	0.00199
Flavobacterium indicum	312277	S	253	28	281	0.00079
Flavobacterium haoranii	683124	S	104	23	127	0.00036
Flavobacterium psychrophilum	96345	S	97	24	121	0.00034
Flavobacterium nitratireducens	992289	S	55	8	63	0.00018
Flavobacterium nackdongense	2547394	S	47	3	50	0.00014
Flavobacterium limnophilum	3003262	S	46	4	50	0.00014
Flavobacterium johnsoniae	986	S	42	44	86	0.00024
Flavobacterium ammonificans	1751056	S	37	6	43	0.00012
Flavobacterium sangjuense	2518177	S	37	4	41	0.00012
Flavobacterium marginilacus	3003256	S	36	4	40	0.00011
Flavobacterium covae	2906076	S	35	18	53	0.00015
Flavobacterium azooxidireducens	1871076	S	33	2	35	0.00010
Flavobacterium gilvum	1492737	S	33	3	36	0.00010
Flavobacterium aestivum	3003257	S	32	3	35	0.00010
Flavobacterium eburneipallidum	3003263	S	32	4	36	0.00010
uncultured Flavobacterium sp.	165435	S	32	7	39	0.00011
Flavobacterium aquiphilum	3003261	S	32	3	35	0.00010
Flavobacterium branchiophilum	55197	S	32	2	34	0.00010
Flavobacterium lacustre	3016339	S	29	4	33	0.00009
Flavobacterium sediminis	2201181	S	29	2	31	0.00009
Flavobacterium columnare	996	S	28	52	80	0.00023
Flavobacterium galactosidilyticum	2893886	S	26	6	32	0.00009
Flavobacterium flavipigmentatum	2893884	S	25	6	31	0.00009
Flavobacterium acetivorans	2893883	S	25	5	30	0.00008
Flavobacterium commune	1306519	S	25	3	28	0.00008
Flavobacterium davisii	2906077	S	24	4	28	0.00008
Flavobacterium pectinovorum	29533	S	23	5	28	0.00008
Flavobacterium dauae	1563479	S	23	5	28	0.00008
Flavobacterium pallidum	2172098	S	22	1	23	0.00006
Flavobacterium okayamense	2830782	S	21	3	24	0.00007
Flavobacterium ovatum	1928857	S	20	0	20	0.00006
Flavobacterium flavigenum	3003258	S	20	8	28	0.00008
Flavobacterium cupriresistens	2893885	S	19	4	23	0.00006
Flavobacterium anhuiense	459526	S	19	7	26	0.00007
Flavobacterium ginsenosidimutans	687844	S	19	0	19	0.00005
Flavobacterium crocinum	2183896	S	18	6	24	0.00007
Flavobacterium faecale	1355330	S	17	1	18	0.00005
Flavobacterium bizetiae	2704140	S	16	5	21	0.00006
Flavobacterium gyeonganense	1310418	S	16	7	23	0.00006
Flavobacterium kingsejongi	1678728	S	15	1	16	0.00005
Flavobacterium inviolabile	2748320	S	14	1	15	0.00004
Flavobacterium crassostreae	1763534	S	14	1	15	0.00004
Flavobacterium psychrotrophum	2294119	S	14	0	14	0.00004
Flavobacterium ammoniigenes	1751095	S	14	2	16	0.00005
Flavobacterium endoglycinae	2816357	S	13	2	15	0.00004
Flavobacterium agricola	2870839	S	13	1	14	0.00004
Flavobacterium oreochromis	2906078	S	12	1	13	0.00004
Flavobacterium praedii	3002900	S	12	29	41	0.00012
Flavobacterium arcticum	1784713	S	12	0	12	0.00003
Flavobacterium gelatinilyticum	3003260	S	11	2	13	0.00004
Flavobacterium panacagri	3034146	S	11	4	15	0.00004
Flavobacterium fluviale	2249356	S	11	4	15	0.00004
Flavobacterium alkalisoli	2602769	S	10	0	10	0.00003
Flavobacterium cerinum	2502784	S	10	0	10	0.00003
Flavobacterium magnum	2162713	S	10	0	10	0.00003
Flavobacterium ardleyense	2038737	S	10	0	10	0.00003
Polaribacter sp. KT25b	1855336	S	13	46	59	0.00017
Amniculibacterium sp. G2-70	2767188	S	216	10	226	0.00064
Tenacibaculum sp. 190524A05c	3137852	S	12	0	12	0.00003
Tenacibaculum sp. 190524A02b	3137860	S	10	0	10	0.00003
Tenacibaculum maritimum	107401	S	12	5	17	0.00005
Tenacibaculum jejuense	584609	S	10	6	16	0.00005
Capnocytophaga canimorsus	28188	S	13	22	35	0.00010
Myroides sp. JBRI-B21084	3119977	S	16	0	16	0.00005
Myroides phaeus	702745	S	12	2	14	0.00004
Myroides albus	2562892	S	12	5	17	0.00005
Myroides fluvii	2572594	S	10	2	12	0.00003
Maribacter cobaltidurans	1178778	S	11	10	21	0.00006
Winogradskyella sediminis	1382466	S	12	4	16	0.00005
Cellulophaga baltica	76594	S	11	4	15	0.00004
Cellulophaga omnivescoria	1888890	S	10	2	12	0.00003
Christiangramia fulva	2126553	S	11	4	15	0.00004
Aquimarina sp. Aq107	1191912	S	10	3	13	0.00004
Aquimarina sp. AD10	1714849	S	10	0	10	0.00003
Mariniflexile litorale	3045158	S	14	0	14	0.00004
Mariniflexile sp. TRM1-10	2027857	S	12	1	13	0.00004
Algibacter sp. L3A6	2686366	S	12	6	18	0.00005
Formosa sp. L2A11	2686363	S	11	2	13	0.00004
Lutibacter profundi	1622118	S	12	2	14	0.00004
Aequorivita marisscotiae	3040348	S	12	8	20	0.00006
Salegentibacter salegens	143223	S	11	4	15	0.00004
Paenimyroides aestuarii	2968490	S	21	50	71	0.00020
Psychroflexus torquis	57029	S	12	0	12	0.00003
Kordia sp. SMS9	2282170	S	12	0	12	0.00003
Mangrovimonas sp. YM274	3070660	S	11	1	12	0.00003
Muricauda sp. SCSIO 64092	2908842	S	11	0	11	0.00003
Flavivirga eckloniae	1803846	S	10	1	11	0.00003
Aureibaculum algae	2584122	S	14	1	15	0.00004
Wenyingzhuangia fucanilytica	1790137	S	14	1	15	0.00004
Oceanihabitans sp. IOP_32	2529032	S	13	2	15	0.00004
Croceibacter atlanticus	313588	S	10	0	10	0.00003
Hwangdonia lutea	3075823	S	10	1	11	0.00003
Blattabacterium cuenoti	1653831	S	49	4	53	0.00015
Fluviicola taffensis	191579	S	35	0	35	0.00010
Paracrocinitomix mangrovi	2862509	S	10	0	10	0.00003
Bacteroides graminisolvens	477666	S	1993	26	2019	0.00568
Bacteroides uniformis	820	S	551	145	696	0.00196
uncultured Bacteroides sp.	162156	S	454	9	463	0.00130
Bacteroides thetaiotaomicron	818	S	235	46	281	0.00079
Bacteroides stercoris	46506	S	209	29	238	0.00067
Bacteroides fragilis	817	S	190	30	220	0.00062
Bacteroides ovatus	28116	S	123	184	307	0.00086
Bacteroides xylanisolvens	371601	S	104	37	141	0.00040
Bacteroides eggerthii	28111	S	94	6	100	0.00028
Bacteroides sp. MSB163	3117552	S	20	0	20	0.00006
Bacteroides sp. M10	2763022	S	17	4	21	0.00006
Bacteroides sp. D2	556259	S	12	3	15	0.00004
Bacteroides sp. DH3716P	2847299	S	12	19	31	0.00009
Bacteroides sp. A1C1	2528203	S	10	10	20	0.00006
Bacteroides cellulosilyticus	246787	S	88	9	97	0.00027
Bacteroides caccae	47678	S	83	7	90	0.00025
Bacteroides intestinalis	329854	S	75	2	77	0.00022
Bacteroides salyersiae	291644	S	69	4	73	0.00021
Bacteroides faecis	674529	S	51	3	54	0.00015
Bacteroides nordii	291645	S	43	1	44	0.00012
Bacteroides finegoldii	338188	S	26	3	29	0.00008
Bacteroides sedimenti	2136147	S	24	0	24	0.00007
Bacteroides helcogenes	290053	S	23	0	23	0.00006
Bacteroides heparinolyticus	28113	S	18	0	18	0.00005
Bacteroides caecimuris	1796613	S	17	2	19	0.00005
Bacteroides humanifaecis	2792859	S	16	26	42	0.00012
Bacteroides zhangwenhongii	2650157	S	15	1	16	0.00005
Bacteroides faecium	2715212	S	15	0	15	0.00004
Bacteroides luhongzhouii	2650158	S	13	0	13	0.00004
Bacteroides zoogleoformans	28119	S	10	0	10	0.00003
Phocaeicola vulgatus	821	S	886	447	1333	0.00375
Phocaeicola dorei	357276	S	394	46	440	0.00124
Phocaeicola coprophilus	387090	S	107	5	112	0.00032
Phocaeicola salanitronis	376805	S	30	1	31	0.00009
Segatella copri	165179	S	1247	61	1308	0.00368
Segatella hominis	2518605	S	54	4	58	0.00016
Segatella oris	28135	S	11	0	11	0.00003
Prevotella herbatica	2801997	S	872	11	883	0.00249
Prevotella sp. Rep29	2691580	S	15	1	16	0.00005
Prevotella sp. oral taxon 475	712471	S	13	0	13	0.00004
Prevotella sp. E2-28	2913620	S	10	2	12	0.00003
Prevotella melaninogenica	28132	S	34	14	48	0.00014
Prevotella corporis	28128	S	21	2	23	0.00006
Prevotella intermedia	28131	S	19	8	27	0.00008
