name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aquitalea denitrificans	519081	S	19	7	26	0.00007
Paludibacterium yongneupense	400061	S	28	3	31	0.00009
Paludibacterium paludis	1225769	S	21	2	23	0.00006
Pseudogulbenkiania sp. NH8B	748280	S	42	8	50	0.00014
Chitinimonas koreensis	356302	S	55	6	61	0.00017
Chitinimonas arctica	2594795	S	26	1	27	0.00008
Jeongeupia sp. USM3	1906741	S	35	5	40	0.00011
Jeongeupia sp. HS-3	1009682	S	16	1	17	0.00005
Chitiniphilus purpureus	2981137	S	38	5	43	0.00012
Chitinibacter fontanus	1737446	S	12	2	14	0.00004
Chitinolyticbacter meiyuanensis	682798	S	20	2	22	0.00006
Deefgea piscis	2739061	S	12	0	12	0.00003
Silvimonas soli	2980100	S	16	0	16	0.00005
Casimicrobium huifangae	2591109	S	3209	180	3389	0.00954
Chitinivorax sp. PXF-14	3230488	S	174	0	174	0.00049
Denitratisoma oestradiolicum	311182	S	78	8	86	0.00024
Denitratisoma sp. DHT3	1981880	S	71	23	94	0.00026
Sulfuritalea hydrogenivorans	748811	S	111	12	123	0.00035
Sulfuricystis thermophila	2496847	S	47	11	58	0.00016
Sulfuricystis multivorans	2211108	S	34	5	39	0.00011
Rugosibacter aromaticivorans	1565605	S	85	5	90	0.00025
Methyloversatilis sp. RAC08	1842540	S	80	6	86	0.00024
Sterolibacterium denitrificans	157592	S	46	5	51	0.00014
Nitrosomonas sp.	42353	S	93	6	99	0.00028
Nitrosomonas sp. sh817	3070658	S	57	3	60	0.00017
Nitrosomonas sp. Is79A3	261292	S	40	0	40	0.00011
Nitrosomonas ureae	44577	S	66	2	68	0.00019
Nitrosomonas europaea	915	S	19	42	61	0.00017
Nitrosospira sp. Is2	3080532	S	10	4	14	0.00004
Sulfurimicrobium lacus	2715678	S	96	7	103	0.00029
Sulfuriferula plumbiphila	171865	S	21	2	23	0.00006
Sulfuricella denitrificans	649841	S	14	0	14	0.00004
Sideroxydans sp. CL21	2600596	S	20	2	22	0.00006
Sideroxydans lithotrophicus	63745	S	13	7	20	0.00006
Sideroxyarcus emersonii	2764705	S	21	4	25	0.00007
Ferrigenium kumadai	1682490	S	19	2	21	0.00006
Ferriphaselus amnicola	1188319	S	15	1	16	0.00005
Gallionella capsiferriformans	370405	S	10	0	10	0.00003
Thiobacillus sp.	924	S	35	4	39	0.00011
Thiobacillus sp. SCUT-2	3110231	S	32	0	32	0.00009
Thiobacillus denitrificans	36861	S	29	3	32	0.00009
Sulfuritortus calidifontis	1914471	S	16	3	19	0.00005
Usitatibacter palustris	2732487	S	30	2	32	0.00009
Usitatibacter rugosus	2732067	S	21	1	22	0.00006
Aeromonas caviae	648	S	6273	4320	10593	0.02983
Aeromonas sp. FDAARGOS 1415	2778064	S	389	34	423	0.00119
Aeromonas sp. WP2-W18-CRE-05	2675707	S	89	279	368	0.00104
Aeromonas sp. FDAARGOS 1406	2778055	S	77	86	163	0.00046
Aeromonas sp. XH	3081770	S	72	33	105	0.00030
Aeromonas sp. FDAARGOS 1409	2778058	S	67	31	98	0.00028
Aeromonas sp. FDAARGOS 1402	2778051	S	54	71	125	0.00035
Aeromonas sp. ASNIH4	1636609	S	53	25	78	0.00022
Aeromonas sp. ASNIH2	1636607	S	51	51	102	0.00029
Aeromonas sp. ASNIH3	1636608	S	42	146	188	0.00053
Aeromonas sp. ASNIH5	1758179	S	36	90	126	0.00035
Aeromonas sp. ASNIH1	1636606	S	34	98	132	0.00037
Aeromonas sp. ASNIH7	1920107	S	33	114	147	0.00041
Aeromonas sp. CU5	2033033	S	30	1	31	0.00009
Aeromonas sp. FDAARGOS 1418	2778067	S	18	23	41	0.00012
Aeromonas sp. 2692-1	2560029	S	14	8	22	0.00006
Aeromonas sp. CD	3080830	S	13	4	17	0.00005
Aeromonas sp. CA23	2033032	S	11	1	12	0.00003
Aeromonas veronii	654	S	1025	232	1257	0.00354
Aeromonas media	651	S	980	228	1208	0.00340
Aeromonas hydrophila	644	S	879	799	1678	0.00472
Aeromonas salmonicida	645	S	257	93	350	0.00099
Aeromonas dhakensis	196024	S	236	63	299	0.00084
Aeromonas allosaccharophila	656	S	171	31	202	0.00057
Aeromonas encheleia	73010	S	103	11	114	0.00032
Aeromonas jandaei	650	S	102	12	114	0.00032
Aeromonas simiae	218936	S	79	4	83	0.00023
Aeromonas schubertii	652	S	70	2	72	0.00020
Aeromonas rivipollensis	948519	S	67	10	77	0.00022
Aeromonas rivuli	648794	S	55	2	57	0.00016
Aeromonas enteropelogenes	29489	S	49	5	54	0.00015
Aeromonas popoffii	70856	S	32	0	32	0.00009
Aeromonas bestiarum	105751	S	20	3	23	0.00006
uncultured Tolumonas sp.	263765	S	4267	98	4365	0.01229
Tolumonas auensis	43948	S	406	23	429	0.00121
Oceanimonas sp. AH20CE76	2977120	S	10	0	10	0.00003
Zobellella denitrificans	347534	S	13	0	13	0.00004
Acinetobacter sp. KCTC 92772	3045147	S	2402	65	2467	0.00695
Acinetobacter sp. WCHA45	2004644	S	940	183	1123	0.00316
Acinetobacter sp. XH1639	3157368	S	932	0	932	0.00262
Acinetobacter sp. PK01	2930198	S	213	90	303	0.00085
Acinetobacter sp. ACNIH2	1758189	S	204	87	291	0.00082
Acinetobacter sp. CS-2	2798861	S	129	6	135	0.00038
Acinetobacter sp. WCHAc010034	1879049	S	121	4	125	0.00035
Acinetobacter sp. A1-4-2	3156489	S	118	0	118	0.00033
Acinetobacter sp. SCLZS86	2908637	S	98	12	110	0.00031
Acinetobacter sp. NEB 394	2743575	S	80	18	98	0.00028
Acinetobacter sp. TR11	3003393	S	78	54	132	0.00037
Acinetobacter sp. TR3	3003392	S	66	48	114	0.00032
Acinetobacter sp. Z1	2953738	S	44	1	45	0.00013
Acinetobacter sp. WCHA55	2004646	S	35	3	38	0.00011
Acinetobacter sp. TTH0-4	1646498	S	30	0	30	0.00008
Acinetobacter sp. TGL-Y2	1407071	S	25	0	25	0.00007
Acinetobacter sp. Marseille-Q1620	2714110	S	22	0	22	0.00006
Acinetobacter sp. GSS19	3020716	S	21	0	21	0.00006
Acinetobacter sp. C32I	2950074	S	21	0	21	0.00006
Acinetobacter sp. 10FS3-1	2563897	S	20	1	21	0.00006
Acinetobacter sp. ESL0695	2983215	S	18	0	18	0.00005
Acinetobacter sp. SWBY1	2079596	S	17	4	21	0.00006
Acinetobacter sp. NCu2D-2	1608473	S	15	0	15	0.00004
Acinetobacter sp. KS-LM10	3120518	S	15	0	15	0.00004
Acinetobacter sp. LoGeW2-3	1808001	S	15	0	15	0.00004
Acinetobacter sp. YH12138	2601122	S	14	9	23	0.00006
Acinetobacter sp. SH20PTE14	2905879	S	12	8	20	0.00006
Acinetobacter sp. ASP199	2773709	S	12	0	12	0.00003
Acinetobacter sp. 16	3081771	S	12	10	22	0.00006
Acinetobacter sp. NyZ410	2929509	S	11	2	13	0.00004
Acinetobacter sp. NEB149	2725684	S	11	4	15	0.00004
Acinetobacter johnsonii	40214	S	851	106	957	0.00269
Acinetobacter baumannii	470	S	393	1138	1531	0.00431
Acinetobacter pittii	48296	S	69	12	81	0.00023
Acinetobacter seifertii	1530123	S	48	2	50	0.00014
Acinetobacter nosocomialis	106654	S	41	3	44	0.00012
Acinetobacter calcoaceticus	471	S	17	0	17	0.00005
Acinetobacter towneri	202956	S	362	66	428	0.00121
Acinetobacter junii	40215	S	270	44	314	0.00088
Acinetobacter ursingii	108980	S	141	19	160	0.00045
Acinetobacter haemolyticus	29430	S	133	5	138	0.00039
Acinetobacter cumulans	2136182	S	118	3	121	0.00034
Acinetobacter indicus	756892	S	105	4	109	0.00031
Acinetobacter bouvetii	202951	S	84	1	85	0.00024
Acinetobacter venetianus	52133	S	78	2	80	0.00023
Acinetobacter lwoffii	28090	S	68	9	77	0.00022
Acinetobacter wuhouensis	1879050	S	64	2	66	0.00019
Acinetobacter schindleri	108981	S	54	2	56	0.00016
Acinetobacter tibetensis	2943497	S	44	1	45	0.00013
Acinetobacter piscicola	2006115	S	33	1	34	0.00010
Acinetobacter radioresistens	40216	S	22	0	22	0.00006
Acinetobacter variabilis	70346	S	21	2	23	0.00006
Acinetobacter soli	487316	S	20	2	22	0.00006
Acinetobacter pseudolwoffii	2053287	S	20	3	23	0.00006
Acinetobacter chinensis	2004650	S	18	1	19	0.00005
Acinetobacter proteolyticus	1776741	S	17	0	17	0.00005
Acinetobacter colistiniresistens	280145	S	12	0	12	0.00003
Acinetobacter defluvii	1871111	S	12	0	12	0.00003
Acinetobacter vivianii	1776742	S	12	0	12	0.00003
Acinetobacter bereziniae	106648	S	10	0	10	0.00003
Moraxella osloensis	34062	S	2420	143	2563	0.00722
Moraxella sp. K02	3149046	S	34	0	34	0.00010
Moraxella sp. K23	3149047	S	31	0	31	0.00009
Moraxella sp. DOX410	3076087	S	16	15	31	0.00009
Psychrobacter sp. DAB_AL43B	1028416	S	10	11	21	0.00006
Pseudomonas alcaligenes	43263	S	2145	228	2373	0.00668
Pseudomonas aeruginosa	287	S	748	1397	2145	0.00604
Pseudomonas oleovorans	301	S	69	50	119	0.00034
Pseudomonas furukawaii	1149133	S	24	1	25	0.00007
Pseudomonas mendocina	300	S	59	15	74	0.00021
Pseudomonas nitroreducens	46680	S	29	16	45	0.00013
Pseudomonas multiresinivorans	95301	S	15	3	18	0.00005
Pseudomonas citronellolis	53408	S	40	15	55	0.00015
Pseudomonas resinovorans	53412	S	27	2	29	0.00008
Pseudomonas anguilliseptica	53406	S	19	0	19	0.00005
Pseudomonas sp. SO81	2983246	S	58	7	65	0.00018
Pseudomonas sp. AN-1	3096605	S	58	7	65	0.00018
Pseudomonas sp. J452	2898441	S	38	6	44	0.00012
Pseudomonas sp. StFLB209	1028989	S	30	3	33	0.00009
Pseudomonas sp. Q1-7	3020843	S	28	4	32	0.00009
Pseudomonas sp. SG20056	3074146	S	28	6	34	0.00010
Pseudomonas sp. ATCC 13867	1294143	S	28	14	42	0.00012
Pseudomonas sp. 273	75692	S	27	6	33	0.00009
Pseudomonas sp. TCU-HL1	1856685	S	25	4	29	0.00008
Pseudomonas sp. ABC1	2748080	S	25	1	26	0.00007
Pseudomonas sp. LS44	1357074	S	24	2	26	0.00007
Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001	3077589	S	24	3	27	0.00008
Pseudomonas sp. HLS-6	2049589	S	23	2	25	0.00007
Pseudomonas sp. GCEP-101	2974552	S	22	8	30	0.00008
Pseudomonas sp. MM211	2866808	S	22	1	23	0.00006
Pseudomonas sp. PDNC002	2811422	S	21	7	28	0.00008
Pseudomonas sp. SL4(2022)	2994661	S	21	4	25	0.00007
Pseudomonas sp. LPB0260	2614442	S	19	2	21	0.00006
Pseudomonas sp. Ost2	2678260	S	18	2	20	0.00006
Pseudomonas sp. SCB32	2653853	S	18	7	25	0.00007
Pseudomonas sp. KNUC1026	2893890	S	18	1	19	0.00005
Pseudomonas sp. p1(2021b)	2874628	S	18	5	23	0.00006
Pseudomonas sp. BIOMIG1BAC	1758730	S	17	29	46	0.00013
Pseudomonas sp. MAG733B	3122079	S	16	0	16	0.00005
Pseudomonas sp. CCC3.1	3048607	S	16	1	17	0.00005
Pseudomonas sp. L5B5	2883205	S	15	3	18	0.00005
Pseudomonas sp. B11D7D	2735906	S	15	2	17	0.00005
Pseudomonas sp. CC6-YY-74	1930532	S	15	1	16	0.00005
Pseudomonas sp. PSKL.D1	3029060	S	15	2	17	0.00005
Pseudomonas sp. JQ170C	3110111	S	15	0	15	0.00004
Pseudomonas sp. B21-040	2895486	S	15	4	19	0.00005
Pseudomonas sp. F3-2	3141539	S	14	0	14	0.00004
Pseudomonas sp. MTM4	2705472	S	14	1	15	0.00004
Pseudomonas sp. MH9.2	3048629	S	14	1	15	0.00004
Pseudomonas sp. C9-3	3078264	S	14	7	21	0.00006
Pseudomonas sp. MM227	3019968	S	14	1	15	0.00004
Pseudomonas sp. HR96	1027966	S	13	1	14	0.00004
Pseudomonas sp. gcc21	2726989	S	13	2	15	0.00004
Pseudomonas sp. 7SR1	1881017	S	13	2	15	0.00004
Pseudomonas sp. KU43P	2487887	S	12	2	14	0.00004
Pseudomonas sp. Leaf58	1736226	S	12	1	13	0.00004
Pseudomonas sp. RC10	3139142	S	12	0	12	0.00003
Pseudomonas sp. P8_241	3043445	S	12	2	14	0.00004
Pseudomonas sp. TUM22785	3019098	S	12	3	15	0.00004
Pseudomonas sp. QE6	3242491	S	12	0	12	0.00003
Pseudomonas sp. M30-35	1981174	S	12	0	12	0.00003
Pseudomonas sp. BYT-5	2944392	S	12	385	397	0.00112
Pseudomonas sp. KU26590	2991051	S	11	1	12	0.00003
Pseudomonas sp. Marseille-Q3773	2866592	S	11	3	14	0.00004
Pseudomonas sp. Seg1	2678259	S	11	4	15	0.00004
Pseudomonas sp. B21-028	2895480	S	11	4	15	0.00004
Pseudomonas sp. 31-12	2201356	S	11	4	15	0.00004
Pseudomonas sp. FP2196	2954086	S	11	4	15	0.00004
Pseudomonas sp. MPC6	2498848	S	11	2	13	0.00004
Pseudomonas sp. WJP1	2986947	S	10	2	12	0.00003
Pseudomonas sp. G.S.17	3137451	S	10	0	10	0.00003
Pseudomonas sp. S35	1573719	S	10	3	13	0.00004
Pseudomonas sp. RtIB026	2749999	S	10	8	18	0.00005
Pseudomonas sp. BT-42-2	2986927	S	10	1	11	0.00003
Pseudomonas fluorescens	294	S	124	24	148	0.00042
Pseudomonas poae	200451	S	22	4	26	0.00007
Pseudomonas orientalis	76758	S	22	3	25	0.00007
Pseudomonas rhodesiae	76760	S	20	2	22	0.00006
Pseudomonas tolaasii	29442	S	17	13	30	0.00008
Pseudomonas azotoformans	47878	S	17	9	26	0.00007
Pseudomonas trivialis	200450	S	16	3	19	0.00005
Pseudomonas synxantha	47883	S	14	7	21	0.00006
Pseudomonas veronii	76761	S	13	11	24	0.00007
Pseudomonas granadensis	1421430	S	11	2	13	0.00004
Pseudomonas cedrina	651740	S	10	1	11	0.00003
Pseudomonas congelans	200452	S	10	1	11	0.00003
Pseudomonas putida	303	S	185	80	265	0.00075
Pseudomonas oryzihabitans	47885	S	51	7	58	0.00016
Pseudomonas fulva	47880	S	44	16	60	0.00017
Pseudomonas mosselii	78327	S	16	3	19	0.00005
Pseudomonas monteilii	76759	S	12	32	44	0.00012
Pseudomonas syringae	317	S	58	23	81	0.00023
Pseudomonas viridiflava	33069	S	21	1	22	0.00006
Pseudomonas syringae group genomosp. 3	251701	S	14	59	73	0.00021
Pseudomonas syringae group genomosp. 7	251699	S	10	0	10	0.00003
Pseudomonas chlororaphis	587753	S	78	61	139	0.00039
Pseudomonas protegens	380021	S	30	580	610	0.00172
Pseudomonas fragi	296	S	17	2	19	0.00005
Pseudomonas lundensis	86185	S	10	0	10	0.00003
Pseudomonas guangdongensis	1245526	S	76	7	83	0.00023
Pseudomonas otitidis	319939	S	52	3	55	0.00015
Pseudomonas oryzae	1392877	S	44	4	48	0.00014
Pseudomonas benzenivorans	556533	S	41	2	43	0.00012
Pseudomonas sediminis	1691904	S	34	4	38	0.00011
Pseudomonas tohonis	2725477	S	33	8	41	0.00012
Pseudomonas pohangensis	364197	S	32	0	32	0.00009
Pseudomonas cavernae	2320867	S	26	1	27	0.00008
Pseudomonas alkylphenolica	237609	S	26	1	27	0.00008
Pseudomonas knackmussii	65741	S	26	3	29	0.00008
Pseudomonas lalkuanensis	2604832	S	25	1	26	0.00007
Pseudomonas triclosanedens	2961893	S	24	6	30	0.00008
Pseudomonas entomophila	312306	S	23	2	25	0.00007
Pseudomonas extremaustralis	359110	S	21	1	22	0.00006
Pseudomonas guguanensis	1198456	S	21	3	24	0.00007
Pseudomonas campi	2731681	S	19	1	20	0.00006
Pseudomonas xanthosomatis	2842356	S	18	2	20	0.00006
Pseudomonas frederiksbergensis	104087	S	17	2	19	0.00005
Pseudomonas abieticivorans	2931382	S	16	1	17	0.00005
Pseudomonas alvandae	2842348	S	16	6	22	0.00006
Pseudomonas baltica	2762576	S	16	0	16	0.00005
Pseudomonas solani	2731552	S	15	3	18	0.00005
Pseudomonas paeninsulae	3110772	S	15	0	15	0.00004
Pseudomonas brassicacearum	930166	S	15	7	22	0.00006
Pseudomonas marincola	437900	S	15	0	15	0.00004
Pseudomonas antarctica	219572	S	14	2	16	0.00005
Pseudomonas berkeleyensis	2726956	S	14	1	15	0.00004
Pseudomonas seleniipraecipitans	640205	S	14	0	14	0.00004
Pseudomonas phytophila	2867264	S	14	0	14	0.00004
Pseudomonas juntendi	2666183	S	13	9	22	0.00006
Pseudomonas batumici	226910	S	13	0	13	0.00004
Pseudomonas chengduensis	489632	S	13	7	20	0.00006
Pseudomonas abietaniphila	89065	S	13	0	13	0.00004
Pseudomonas wenzhouensis	2906062	S	12	1	13	0.00004
Pseudomonas atacamensis	2565368	S	12	4	16	0.00005
Pseudomonas saudiphocaensis	1499686	S	12	0	12	0.00003
Pseudomonas saxonica	2600598	S	12	0	12	0.00003
Pseudomonas laurentiana	2364649	S	12	0	12	0.00003
Pseudomonas eucalypticola	2599595	S	12	0	12	0.00003
Pseudomonas palleroniana	191390	S	11	0	11	0.00003
Pseudomonas coleopterorum	1605838	S	11	0	11	0.00003
Pseudomonas vanderleydeniana	2745495	S	11	0	11	0.00003
Pseudomonas canadensis	915099	S	11	1	12	0.00003
Pseudomonas asiatica	2219225	S	10	14	24	0.00007
Pseudomonas viciae	2505979	S	10	1	11	0.00003
Pseudomonas silesiensis	1853130	S	10	0	10	0.00003
Pseudomonas simiae	321846	S	10	3	13	0.00004
Pseudomonas umsongensis	198618	S	10	0	10	0.00003
Stutzerimonas stutzeri	316	S	114	45	159	0.00045
Stutzerimonas balearica	74829	S	32	10	42	0.00012
Halopseudomonas sabulinigri	472181	S	14	9	23	0.00006
Azotobacter chroococcum	353	S	30	23	53	0.00015
Azotobacter salinestris	69964	S	12	10	22	0.00006
Permianibacter aggregans	1510150	S	10	0	10	0.00003
Marinobacter salarius	1420917	S	15	12	27	0.00008
Klebsiella pneumoniae	573	S	1065	6800	7865	0.02215
Klebsiella quasipneumoniae	1463165	S	356	212	568	0.00160
Klebsiella oxytoca	571	S	292	19	311	0.00088
Klebsiella michiganensis	1134687	S	240	130	370	0.00104
Klebsiella variicola	244366	S	104	72	176	0.00050
Klebsiella electrica	1259973	S	43	2	45	0.00013
Klebsiella africana	2489010	S	43	4	47	0.00013
Klebsiella grimontii	2058152	S	39	32	71	0.00020
Klebsiella huaxiensis	2153354	S	37	1	38	0.00011
Klebsiella aerogenes	548	S	34	2	36	0.00010
Klebsiella quasivariicola	2026240	S	23	3	26	0.00007
Klebsiella pasteurii	2587529	S	20	14	34	0.00010
Raoultella ornithinolytica	54291	S	87	112	199	0.00056
Raoultella planticola	575	S	45	5	50	0.00014
Raoultella sp. HC6	2923366	S	10	1	11	0.00003
Escherichia coli	562	S	1107	11059	12166	0.03426
Escherichia fergusonii	564	S	12	10	22	0.00006
Escherichia albertii	208962	S	11	0	11	0.00003
Enterobacter roggenkampii	1812935	S	166	52	218	0.00061
Enterobacter hormaechei	158836	S	119	663	782	0.00220
Enterobacter asburiae	61645	S	101	70	171	0.00048
Enterobacter cloacae	550	S	81	103	184	0.00052
Enterobacter kobei	208224	S	60	48	108	0.00030
Enterobacter ludwigii	299767	S	14	10	24	0.00007
Enterobacter cancerogenus	69218	S	11	1	12	0.00003
Enterobacter mori	539813	S	301	62	363	0.00102
Enterobacter sp. CP102	2976431	S	10	7	17	0.00005
Enterobacter soli	885040	S	23	2	25	0.00007
Citrobacter freundii	546	S	157	136	293	0.00083
Citrobacter portucalensis	1639133	S	80	35	115	0.00032
Citrobacter braakii	57706	S	13	22	35	0.00010
Citrobacter amalonaticus	35703	S	11	6	17	0.00005
Citrobacter farmeri	67824	S	11	0	11	0.00003
Salmonella enterica	28901	S	76	1247	1323	0.00373
Salmonella bongori	54736	S	10	0	10	0.00003
Kluyvera ascorbata	51288	S	27	12	39	0.00011
Kluyvera cryocrescens	580	S	14	1	15	0.00004
Kluyvera intermedia	61648	S	12	0	12	0.00003
Kosakonia cowanii	208223	S	11	16	27	0.00008
Cronobacter sakazakii	28141	S	16	20	36	0.00010
Phytobacter ursingii	1972431	S	45	0	45	0.00013
Leclercia adecarboxylata	83655	S	29	17	46	0.00013
Plesiomonas shigelloides	703	S	36	1	37	0.00010
Lelliottia amnigena	61646	S	20	1	21	0.00006
[Enterobacter] lignolyticus	1334193	S	15	0	15	0.00004
Pluralibacter gergoviae	61647	S	14	0	14	0.00004
Cedecea neteri	158822	S	16	0	16	0.00005
Pseudescherichia vulneris	566	S	11	0	11	0.00003
Mangrovibacter phragmitis	1691903	S	10	0	10	0.00003
Serratia surfactantfaciens	2741499	S	460	94	554	0.00156
Serratia marcescens	615	S	241	240	481	0.00135
Serratia liquefaciens	614	S	19	5	24	0.00007
Serratia proteamaculans	28151	S	14	1	15	0.00004
Serratia plymuthica	82996	S	14	2	16	0.00005
Serratia entomophila	42906	S	10	1	11	0.00003
Serratia rubidaea	61652	S	10	2	12	0.00003
Yersinia enterocolitica	630	S	12	14	26	0.00007
Gibbsiella quercinecans	929813	S	14	0	14	0.00004
Nissabacter sp. SGAir0207	2126321	S	12	0	12	0.00003
Pantoea agglomerans	549	S	28	36	64	0.00018
Pantoea ananatis	553	S	21	7	28	0.00008
Pantoea dispersa	59814	S	18	9	27	0.00008
Erwinia persicina	55211	S	10	12	22	0.00006
Buchnera aphidicola	9	S	59	1	60	0.00017
Providencia rettgeri	587	S	12	37	49	0.00014
Proteus mirabilis	584	S	18	13	31	0.00009
Morganella morganii	582	S	31	1	32	0.00009
Dickeya chrysanthemi	556	S	14	4	18	0.00005
Dickeya dadantii	204038	S	12	9	21	0.00006
Dickeya dianthicola	204039	S	10	26	36	0.00010
Edwardsiella tarda	636	S	15	8	23	0.00006
Edwardsiella hoshinae	93378	S	11	5	16	0.00005
Hafnia alvei	569	S	10	5	15	0.00004
Leminorella richardii	158841	S	14	0	14	0.00004
Lysobacter lycopersici	1324796	S	1091	125	1216	0.00342
Lysobacter sp. TY2-98	2290922	S	35	4	39	0.00011
Lysobacter sp. FW306-1B-D06B	3140250	S	33	0	33	0.00009
Lysobacter sp. 5GHs7-4	2904253	S	31	8	39	0.00011
Lysobacter sp. KIS68-7	2904252	S	26	3	29	0.00008
Lysobacter sp. CW239	2762611	S	20	4	24	0.00007
Lysobacter sp. K5869	2820808	S	19	10	29	0.00008
Lysobacter sp. S4-A87	2925843	S	18	6	24	0.00007
Lysobacter enzymogenes	69	S	58	100	158	0.00044
Lysobacter oculi	2698682	S	57	6	63	0.00018
Lysobacter capsici	435897	S	52	29	81	0.00023
Lysobacter antibioticus	84531	S	37	6	43	0.00012
Lysobacter terrestris	2865112	S	35	6	41	0.00012
Lysobacter solisilvae	2763317	S	34	3	37	0.00010
Lysobacter soli	453783	S	33	8	41	0.00012
Lysobacter firmicutimachus	1792846	S	27	0	27	0.00008
Lysobacter maris	1605891	S	25	3	28	0.00008
Lysobacter auxotrophicus	2992573	S	24	6	30	0.00008
Lysobacter alkalisoli	2591633	S	22	2	24	0.00007
Lysobacter luteus	2822368	S	22	2	24	0.00007
Lysobacter arenosi	2795387	S	21	5	26	0.00007
Lysobacter soyae	2764185	S	14	2	16	0.00005
Stenotrophomonas maltophilia	40324	S	252	276	528	0.00149
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	11	21	32	0.00009
Stenotrophomonas sp. 610A2	3055080	S	33	4	37	0.00010
Stenotrophomonas sp. 169	2770322	S	15	3	18	0.00005
Stenotrophomonas sp. 704A1	3055079	S	12	9	21	0.00006
Stenotrophomonas sp. 24(2023)	3068324	S	11	4	15	0.00004
Stenotrophomonas acidaminiphila	128780	S	144	121	265	0.00075
Stenotrophomonas rhizophila	216778	S	36	5	41	0.00012
Stenotrophomonas aracearum	3003272	S	17	9	26	0.00007
Stenotrophomonas oahuensis	3003271	S	16	5	21	0.00006
Thermomonas aquatica	2202149	S	472	81	553	0.00156
Thermomonas sp. HDW16	2714945	S	52	6	58	0.00016
Thermomonas sp. XSG	2771436	S	51	8	59	0.00017
Thermomonas brevis	215691	S	50	8	58	0.00016
Thermomonas carbonis	1463158	S	46	4	50	0.00014
Thermomonas paludicola	2884874	S	29	3	32	0.00009
Xanthomonas sp. DAR 35659	3160841	S	22	0	22	0.00006
Xanthomonas sp. NCPPB 2632	3240912	S	14	0	14	0.00004
Xanthomonas translucens	343	S	49	52	101	0.00028
Xanthomonas campestris	339	S	44	35	79	0.00022
Xanthomonas oryzae	347	S	38	14	52	0.00015
Xanthomonas citri	346	S	37	213	250	0.00070
Xanthomonas sacchari	56458	S	32	7	39	0.00011
Xanthomonas arboricola	56448	S	29	14	43	0.00012
Xanthomonas hortorum	56454	S	19	6	25	0.00007
Xanthomonas cucurbitae	56453	S	16	1	17	0.00005
Xanthomonas albilineans	29447	S	14	22	36	0.00010
Xanthomonas fragariae	48664	S	14	1	15	0.00004
Xanthomonas theicola	56464	S	14	2	16	0.00005
Xanthomonas prunicola	2053930	S	13	1	14	0.00004
Xanthomonas nasturtii	1843581	S	12	0	12	0.00003
Xanthomonas dyei	743699	S	11	1	12	0.00003
Xanthomonas vasicola	56459	S	10	4	14	0.00004
Xanthomonas hyacinthi	56455	S	10	2	12	0.00003
Pseudoxanthomonas mexicana	128785	S	366	91	457	0.00129
Pseudoxanthomonas sp. SE1	1664560	S	34	5	39	0.00011
Pseudoxanthomonas sp. SL93	2995142	S	22	3	25	0.00007
Pseudoxanthomonas sp. X-1	2571115	S	13	3	16	0.00005
Pseudoxanthomonas sp.	1871049	S	12	1	13	0.00004
Pseudoxanthomonas sp. JBR18	2969308	S	12	1	13	0.00004
Pseudoxanthomonas suwonensis	314722	S	90	11	101	0.00028
Pseudoxanthomonas spadix	415229	S	28	3	31	0.00009
Pseudoxanthomonas daejeonensis	266062	S	24	2	26	0.00007
Pseudoxanthomonas winnipegensis	2480810	S	23	4	27	0.00008
Luteimonas sp. MC1825	2761107	S	17	4	21	0.00006
Luteimonas sp. MC1750	2799326	S	17	3	20	0.00006
Luteimonas sp. S4-F44	2925842	S	17	2	19	0.00005
Luteimonas sp. MC1572	2799325	S	14	3	17	0.00005
Luteimonas sp. JM171	1896164	S	13	1	14	0.00004
Luteimonas sp. YGD11-2	2508168	S	11	3	14	0.00004
Luteimonas granuli	1176533	S	21	4	25	0.00007
Luteimonas fraxinea	2901869	S	15	2	17	0.00005
Luteimonas yindakuii	2565782	S	14	4	18	0.00005
Arenimonas daejeonensis	370777	S	28	2	30	0.00008
Pseudolysobacter antarcticus	2511995	S	17	0	17	0.00005
Xylella fastidiosa	2371	S	12	2	14	0.00004
Dyella sp. A6	3069105	S	18	0	18	0.00005
Dyella sp. BiH032	3075430	S	15	3	18	0.00005
Dyella sp. M7H15-1	2501295	S	13	1	14	0.00004
Dyella thiooxydans	445710	S	31	7	38	0.00011
Dyella terrae	522259	S	12	2	14	0.00004
Dyella caseinilytica	1849581	S	12	1	13	0.00004
Dyella telluris	2763498	S	10	3	13	0.00004
Rhodanobacter thiooxydans	416169	S	35	12	47	0.00013
Rhodanobacter sp. IGA1.0	3158582	S	10	0	10	0.00003
Rhodanobacter denitrificans	666685	S	24	8	32	0.00009
Rhodanobacter glycinis	582702	S	16	2	18	0.00005
Luteibacter aegosomaticola	2911538	S	18	2	20	0.00006
Luteibacter pinisoli	2589080	S	15	2	17	0.00005
Luteibacter aegosomatis	2911537	S	14	2	16	0.00005
Luteibacter aegosomatissinici	2911539	S	13	1	14	0.00004
Luteibacter anthropi	564369	S	12	1	13	0.00004
Luteibacter rhizovicinus	242606	S	10	1	11	0.00003
