# Constructed from biom file
#OTU ID	0-kraken_report	1-kraken_report	2-kraken_report
662548	81.0	34.0	118.0
1795631	59.0	36.0	113.0
434009	95.0	52.0	161.0
434008	50.0	39.0	99.0
2762323	39.0	40.0	82.0
2681552	50.0	30.0	67.0
3065952	31.0	34.0	80.0
3065953	28.0	10.0	37.0
2762322	37.0	29.0	79.0
3065955	24.0	25.0	70.0
2774875	45.0	31.0	101.0
434014	83.0	37.0	126.0
3065954	15.0	0.0	21.0
1105204	13.0	0.0	37.0
282217	44.0	40.0	173.0
34073	485.0	267.0	727.0
436515	60.0	46.0	117.0
1842537	98.0	54.0	184.0
2651974	89.0	62.0	204.0
2806347	85.0	106.0	267.0
2184519	144.0	102.0	306.0
795665	81.0	56.0	172.0
434010	64.0	48.0	188.0
2565558	45.0	33.0	99.0
2806262	78.0	30.0	156.0
3098762	67.0	34.0	128.0
65656	79.0	92.0	240.0
199683	60.0	43.0	138.0
2716225	66.0	42.0	175.0
47421	80.0	76.0	214.0
1763535	34.0	23.0	106.0
1170710	203.0	141.0	309.0
558537	381.0	149.0	418.0
180282	205.0	117.0	245.0
80866	121.0	64.0	147.0
3234144	55.0	35.0	87.0
2741720	60.0	31.0	113.0
3141537	34.0	22.0	84.0
2752316	29.0	35.0	84.0
2822760	21.0	28.0	65.0
192843	71.0	28.0	106.0
2509614	70.0	45.0	117.0
1842727	66.0	39.0	135.0
223188	41.0	23.0	81.0
1484693	40.0	39.0	86.0
81479	30.0	30.0	79.0
2527691	26.0	22.0	49.0
3068341	24.0	18.0	56.0
2798804	28.0	32.0	71.0
179636	509.0	320.0	858.0
80867	210.0	118.0	392.0
80868	36.0	16.0	38.0
80869	34.0	14.0	45.0
1267217	149.0	92.0	192.0
2109913	123.0	54.0	132.0
94132	242.0	139.0	515.0
296591	83.0	66.0	206.0
335476	36.0	28.0	66.0
216465	43.0	33.0	104.0
2109915	127.0	50.0	134.0
1678128	32.0	26.0	58.0
1751150	26.0	17.0	43.0
2986281	23.0	0.0	36.0
2986280	19.0	0.0	31.0
1678129	16.0	14.0	31.0
3228789	111.0	67.0	125.0
1458426	49.0	35.0	117.0
1458425	47.0	18.0	90.0
2116657	78.0	45.0	95.0
1926868	71.0	54.0	176.0
2029117	65.0	35.0	66.0
364317	63.0	39.0	86.0
80880	46.0	20.0	57.0
1844971	26.0	26.0	45.0
1436290	21.0	13.0	24.0
87883	125.0	55.0	122.0
292	123.0	63.0	151.0
101571	89.0	49.0	116.0
95486	164.0	54.0	120.0
60550	85.0	29.0	76.0
488447	71.0	32.0	71.0
152480	75.0	30.0	68.0
482957	55.0	19.0	35.0
179879	49.0	21.0	43.0
152500	36.0	18.0	31.0
1503054	31.0	0.0	35.0
1503055	34.0	15.0	29.0
488730	26.0	0.0	18.0
1207504	23.0	12.0	21.0
60552	59.0	26.0	60.0
488446	19.0	0.0	32.0
28450	111.0	640.0	453.0
57975	36.0	433.0	635.0
1385591	24.0	0.0	25.0
1503053	15.0	16.0	15.0
342113	18.0	0.0	0.0
28095	126.0	37.0	128.0
1494466	27.0	23.0	37.0
1637853	37.0	0.0	18.0
337	55.0	20.0	65.0
41899	33.0	18.0	30.0
2615214	24.0	0.0	13.0
164546	273.0	174.0	220.0
3032282	51.0	0.0	33.0
2839983	28.0	28.0	48.0
3079014	27.0	0.0	0.0
82633	134.0	87.0	174.0
119219	66.0	24.0	1500.0
106590	92.0	44.0	79.0
96344	69.0	32.0	57.0
68895	61.0	52.0	106.0
151783	45.0	26.0	53.0
82541	44.0	25.0	45.0
248026	31.0	31.0	35.0
2608999	37.0	23.0	43.0
1796606	29.0	0.0	31.0
1926494	33.0	15.0	29.0
2880218	27.0	14.0	32.0
3136564	20.0	0.0	25.0
3141544	17.0	10.0	14.0
3074437	24.0	0.0	0.0
3034358	16.0	0.0	21.0
92647	55.0	18.0	42.0
2026199	51.0	19.0	43.0
311230	65.0	44.0	40.0
134537	38.0	20.0	46.0
2547399	34.0	0.0	35.0
2571747	33.0	0.0	26.0
75105	41.0	27.0	57.0
252970	35.0	21.0	43.0
60548	32.0	0.0	21.0
2654982	28.0	15.0	23.0
261302	30.0	18.0	37.0
948107	24.0	0.0	24.0
1912599	18.0	14.0	17.0
2571748	21.0	14.0	33.0
420952	23.0	12.0	31.0
1245436	23.0	15.0	29.0
311231	21.0	0.0	19.0
273251	20.0	15.0	29.0
169427	21.0	0.0	20.0
2211211	19.0	0.0	18.0
420953	16.0	0.0	17.0
169430	27.0	0.0	44.0
1761016	17.0	0.0	27.0
2861782	15.0	0.0	24.0
2152891	13.0	0.0	10.0
36873	17.0	19.0	27.0
984307	11.0	0.0	19.0
134536	13.0	0.0	0.0
2604047	16.0	0.0	23.0
305	84.0	40.0	136.0
1310165	70.0	56.0	69.0
28097	139.0	0.0	151.0
105219	69.0	28.0	76.0
329	30.0	0.0	19.0
190721	28.0	11.0	24.0
3122075	10.0	0.0	0.0
1380362	10.0	0.0	13.0
2842456	16.0	0.0	13.0
93220	58.0	45.0	66.0
445709	33.0	23.0	43.0
2518599	30.0	0.0	0.0
656179	25.0	0.0	27.0
1891094	24.0	0.0	16.0
656178	21.0	13.0	30.0
93218	21.0	15.0	30.0
93221	19.0	17.0	21.0
93219	17.0	0.0	18.0
573737	17.0	0.0	0.0
2878150	49.0	0.0	26.0
2878153	17.0	37.0	28.0
871203	29.0	0.0	29.0
758793	19.0	0.0	24.0
1071679	18.0	0.0	20.0
28094	26.0	12.0	25.0
2571746	23.0	0.0	24.0
47671	38.0	28.0	27.0
576610	18.0	21.0	116.0
2527775	16.0	0.0	0.0
28092	14.0	14.0	20.0
3149231	11.0	10.0	27.0
417203	13.0	0.0	25.0
412963	12.0	0.0	19.0
2268024	13.0	14.0	74.0
639200	977.0	1090.0	2977.0
2914710	94.0	31.0	219.0
2714952	51.0	55.0	115.0
2995138	39.0	27.0	52.0
1658665	36.0	30.0	82.0
1768242	25.0	26.0	59.0
2877940	24.0	33.0	0.0
452440	53.0	41.0	125.0
3019553	50.0	41.0	114.0
2978473	38.0	25.0	53.0
2070761	34.0	26.0	68.0
76731	27.0	20.0	45.0
946333	87.0	67.0	358.0
3037797	56.0	52.0	227.0
215580	59.0	29.0	153.0
413882	46.0	18.0	75.0
376175	36.0	20.0	79.0
28068	122.0	61.0	286.0
391953	120.0	115.0	350.0
2082386	46.0	20.0	114.0
105560	44.0	25.0	112.0
36863	80.0	67.0	180.0
34029	79.0	44.0	187.0
392593	26.0	20.0	44.0
3123041	33.0	18.0	30.0
1707785	44.0	21.0	50.0
2970464	36.0	15.0	28.0
2861282	46.0	34.0	25.0
3126507	25.0	15.0	21.0
2861283	29.0	19.0	40.0
3064278	28.0	19.0	48.0
1593482	28.0	30.0	56.0
2738142	52.0	0.0	33.0
2045208	62.0	30.0	78.0
2728020	44.0	27.0	30.0
1141883	38.0	13.0	29.0
457921	31.0	25.0	50.0
2899220	28.0	13.0	25.0
945844	35.0	16.0	38.0
2765360	26.0	14.0	26.0
2769491	25.0	18.0	41.0
2660641	39.0	21.0	48.0
871742	36.0	18.0	38.0
321985	28.0	17.0	39.0
2072590	32.0	0.0	33.0
864828	27.0	29.0	33.0
321984	25.0	13.0	36.0
321983	36.0	0.0	27.0
34070	15.0	20.0	34.0
3039386	62.0	33.0	68.0
3068633	35.0	25.0	31.0
34071	25.0	15.0	31.0
75659	28.0	24.0	32.0
2728021	26.0	27.0	30.0
3028312	36.0	18.0	59.0
2025949	22.0	0.0	16.0
3095609	17.0	0.0	17.0
863372	38.0	14.0	33.0
964	39.0	21.0	29.0
92645	33.0	14.0	40.0
80842	31.0	19.0	40.0
2014887	26.0	25.0	35.0
341045	19.0	15.0	29.0
3065910	36.0	15.0	35.0
375286	19.0	12.0	19.0
2497863	17.0	14.0	35.0
2985511	12.0	0.0	11.0
1938606	21.0	0.0	0.0
55508	33.0	32.0	64.0
29581	77.0	45.0	73.0
2751478	17.0	0.0	0.0
158899	47.0	18.0	41.0
279058	32.0	22.0	32.0
279113	26.0	0.0	19.0
3048609	24.0	15.0	20.0
2058625	14.0	0.0	0.0
401471	10.0	0.0	10.0
3048606	25.0	0.0	19.0
2601898	25.0	12.0	35.0
2946593	12.0	10.0	0.0
1758194	63.0	22.0	46.0
1881016	32.0	18.0	23.0
85698	156.0	100.0	173.0
217203	104.0	62.0	110.0
1353891	61.0	22.0	80.0
32002	43.0	36.0	36.0
217204	39.0	22.0	34.0
1389922	53.0	0.0	28.0
2069367	19.0	13.0	12.0
3047478	18.0	13.0	24.0
1353889	23.0	0.0	55.0
103855	57.0	20.0	31.0
1746199	27.0	15.0	19.0
1697043	15.0	16.0	33.0
463025	33.0	27.0	44.0
463014	31.0	24.0	34.0
123899	33.0	15.0	25.0
463040	31.0	12.0	30.0
94624	29.0	14.0	23.0
1416806	23.0	15.0	30.0
1416803	21.0	14.0	15.0
521	18.0	0.0	28.0
518	63.0	0.0	53.0
35814	12.0	0.0	15.0
519	63.0	0.0	0.0
75697	40.0	12.0	22.0
546114	33.0	16.0	26.0
3140381	18.0	0.0	18.0
511	55.0	87.0	78.0
3136634	19.0	0.0	13.0
3081984	22.0	0.0	33.0
2488560	21.0	0.0	17.0
1940612	16.0	0.0	23.0
1851544	23.0	12.0	20.0
2163011	10.0	0.0	10.0
2962065	27.0	13.0	18.0
2901142	19.0	0.0	18.0
206506	19.0	15.0	23.0
302406	11.0	0.0	15.0
1007105	10.0	0.0	0.0
2898431	50.0	37.0	106.0
2978127	14.0	0.0	20.0
1296669	58.0	49.0	130.0
1050370	55.0	27.0	62.0
926	30.0	20.0	32.0
426114	30.0	0.0	25.0
3089814	31.0	23.0	30.0
2697032	32.0	14.0	46.0
2753607	63.0	90.0	1261.0
1597781	45.0	29.0	56.0
307486	34.0	19.0	51.0
40545	53.0	98.0	20.0
2494234	11.0	31.0	0.0
1852381	12.0	16.0	0.0
164330	4811.0	936.0	1249.0
3142262	555.0	128.0	346.0
2944810	628.0	245.0	618.0
2897772	516.0	110.0	254.0
2005884	441.0	116.0	466.0
1134435	595.0	178.0	425.0
96773	249.0	55.0	149.0
59405	247.0	68.0	159.0
2027405	329.0	46.0	184.0
748247	171.0	33.0	141.0
198107	193.0	45.0	140.0
356837	187.0	34.0	112.0
418699	276.0	47.0	165.0
41977	570.0	36.0	137.0
2016596	380.0	38.0	135.0
2815343	182.0	20.0	98.0
2184083	151.0	32.0	70.0
2067960	119.0	20.0	57.0
2795389	36.0	0.0	0.0
447588	253.0	209.0	732.0
2664436	139.0	181.0	605.0
2231055	125.0	117.0	407.0
2654218	111.0	140.0	384.0
281362	354.0	366.0	1080.0
76259	753.0	982.0	2847.0
418702	175.0	175.0	549.0
138118	174.0	175.0	578.0
551760	209.0	40.0	148.0
76115	163.0	32.0	87.0
76116	125.0	28.0	90.0
404405	238.0	273.0	537.0
1765049	83.0	81.0	257.0
146939	96.0	44.0	173.0
2785627	43.0	22.0	79.0
2811415	92.0	45.0	146.0
3135646	66.0	35.0	76.0
426737	139.0	168.0	871.0
1735038	68.0	48.0	152.0
1751046	13.0	19.0	34.0
1938604	2989.0	2460.0	4146.0
168471	406.0	126.0	581.0
57480	28.0	33.0	46.0
252130	1124.0	939.0	261.0
1282863	43.0	13.0	13.0
2666100	128.0	62.0	13.0
2995413	34.0	36.0	24.0
194197	29.0	78.0	27.0
1853276	24.0	36.0	0.0
495	24.0	34.0	0.0
485	53.0	0.0	174.0
607712	21.0	14.0	18.0
1853278	20.0	38.0	12.0
28449	21.0	54.0	13.0
493	18.0	36.0	11.0
655307	16.0	22.0	15.0
640030	16.0	23.0	0.0
1815583	15.0	29.0	0.0
2709396	15.0	18.0	12.0
607711	14.0	27.0	14.0
267212	15.0	13.0	0.0
2912188	13.0	14.0	10.0
492	12.0	12.0	0.0
1470200	12.0	0.0	0.0
28091	12.0	16.0	0.0
487	240.0	0.0	0.0
1689272	79.0	115.0	21.0
63	25.0	34.0	168.0
2809020	63.0	24.0	24.0
1196083	25.0	13.0	17.0
2290923	17.0	17.0	43.0
2953890	58.0	22.0	42.0
2059672	32.0	27.0	51.0
1108595	73.0	38.0	43.0
536	74.0	55.0	92.0
2605945	48.0	22.0	43.0
2202141	45.0	54.0	40.0
251747	25.0	15.0	26.0
1382803	26.0	25.0	55.0
1778675	71.0	0.0	0.0
1590041	26.0	25.0	46.0
1537400	26.0	28.0	40.0
519081	28.0	17.0	26.0
332411	26.0	14.0	31.0
1192162	48.0	30.0	75.0
2877939	41.0	127.0	199.0
1225769	27.0	12.0	23.0
400061	26.0	14.0	31.0
748280	40.0	29.0	50.0
356302	56.0	37.0	61.0
2594795	23.0	0.0	27.0
1906741	34.0	17.0	40.0
1009682	25.0	12.0	17.0
2981137	50.0	22.0	43.0
682798	27.0	19.0	22.0
2739434	14.0	0.0	0.0
1981880	81.0	50.0	94.0
311182	70.0	35.0	86.0
2496847	55.0	25.0	58.0
2211108	49.0	16.0	39.0
748811	79.0	80.0	123.0
1842540	52.0	30.0	86.0
157592	49.0	28.0	51.0
1565605	44.0	22.0	90.0
3070658	203.0	33.0	60.0
42353	40.0	20.0	99.0
261292	25.0	0.0	40.0
44577	28.0	17.0	68.0
915	50.0	31.0	61.0
916	10.0	0.0	0.0
1231	15.0	0.0	0.0
1914471	165.0	14.0	19.0
3110231	53.0	11.0	32.0
924	53.0	21.0	39.0
36861	28.0	0.0	32.0
2764705	37.0	11.0	25.0
63745	20.0	17.0	20.0
2600596	14.0	0.0	22.0
1682490	32.0	11.0	21.0
1188319	13.0	0.0	16.0
370405	13.0	0.0	10.0
2715678	55.0	26.0	103.0
171865	32.0	0.0	23.0
1985873	18.0	0.0	0.0
649841	24.0	10.0	14.0
2732067	30.0	17.0	22.0
2732487	21.0	11.0	32.0
405	15.0	0.0	0.0
3230488	56.0	33.0	174.0
2591109	25.0	154.0	3389.0
1521768	64.0	32.0	55.0
114615	51.0	39.0	47.0
1325100	43.0	25.0	55.0
2954771	38.0	42.0	68.0
3049772	38.0	34.0	63.0
3080013	46.0	35.0	42.0
2831780	38.0	30.0	41.0
115808	39.0	33.0	44.0
858422	36.0	33.0	43.0
2057741	37.0	27.0	40.0
288000	32.0	39.0	47.0
2782665	37.0	44.0	53.0
2782654	37.0	26.0	34.0
83637	30.0	20.0	49.0
3039159	28.0	23.0	44.0
3039158	34.0	29.0	47.0
3039153	34.0	21.0	44.0
439387	29.0	18.0	26.0
3239388	22.0	14.0	25.0
2782641	34.0	35.0	64.0
2782662	30.0	0.0	28.0
1223566	22.0	22.0	13.0
1404888	21.0	0.0	37.0
3140244	15.0	0.0	19.0
1325102	40.0	0.0	0.0
2782659	42.0	0.0	0.0
1325120	16.0	18.0	26.0
3080015	27.0	0.0	0.0
3080014	18.0	0.0	22.0
2976822	19.0	32.0	36.0
1197460	14.0	0.0	0.0
376	20.0	0.0	0.0
1437360	93.0	59.0	98.0
2840469	68.0	54.0	57.0
1355477	78.0	126.0	77.0
29448	57.0	77.0	47.0
2854389	41.0	42.0	38.0
2898149	39.0	21.0	31.0
3056648	32.0	30.0	26.0
858423	33.0	53.0	45.0
722472	31.0	41.0	28.0
44255	26.0	19.0	34.0
255045	29.0	49.0	24.0
1325090	24.0	25.0	15.0
1404367	26.0	0.0	22.0
1274631	20.0	13.0	19.0
1325115	20.0	0.0	12.0
375	20.0	0.0	30.0
2992140	22.0	63.0	26.0
990078	16.0	0.0	0.0
1325095	18.0	0.0	15.0
83627	17.0	0.0	24.0
1404864	18.0	21.0	21.0
1549949	16.0	15.0	13.0
2748629	17.0	0.0	0.0
244734	17.0	0.0	20.0
1404411	15.0	0.0	20.0
108015	2381.0	0.0	0.0
2736875	12.0	15.0	12.0
1404768	12.0	0.0	0.0
190148	12.0	18.0	22.0
1076	170.0	106.0	141.0
3034676	41.0	34.0	17.0
2991972	26.0	18.0	17.0
475937	28.0	11.0	0.0
40137	38.0	10.0	30.0
290	24.0	17.0	0.0
1882747	12.0	0.0	0.0
913	22.0	0.0	17.0
912	21.0	12.0	10.0
1333996	26.0	0.0	14.0
340268	15.0	14.0	11.0
2775403	52.0	48.0	25.0
3019602	33.0	73.0	26.0
2613770	32.0	36.0	28.0
2603277	35.0	41.0	16.0
2849093	28.0	21.0	24.0
2815360	50.0	69.0	29.0
3039156	30.0	39.0	23.0
1223565	36.0	23.0	22.0
2795216	48.0	35.0	0.0
2806346	21.0	37.0	27.0
2952477	19.0	19.0	17.0
2926709	18.0	27.0	17.0
2028343	24.0	0.0	33.0
2917727	32.0	0.0	0.0
2731096	22.0	34.0	0.0
384	185.0	211.0	167.0
29449	53.0	24.0	38.0
1368430	38.0	22.0	23.0
240521	34.0	33.0	40.0
359	43.0	45.0	0.0
1312183	27.0	26.0	11.0
2081791	50.0	49.0	29.0
396	36.0	36.0	26.0
50338	22.0	18.0	15.0
56730	41.0	0.0	23.0
1138189	23.0	17.0	13.0
451876	17.0	12.0	11.0
293958	15.0	0.0	0.0
2041385	18.0	16.0	21.0
1138194	17.0	16.0	0.0
2267833	28.0	61.0	32.0
1184720	16.0	23.0	0.0
358	182.0	183.0	133.0
1176649	31.0	0.0	0.0
373	63.0	69.0	46.0
648995	83.0	103.0	54.0
2735528	19.0	0.0	11.0
2792015	20.0	25.0	24.0
2986923	44.0	40.0	20.0
3133975	25.0	32.0	25.0
2986920	30.0	75.0	21.0
3031126	44.0	36.0	27.0
1395951	20.0	33.0	11.0
399	55.0	39.0	25.0
2060726	13.0	13.0	15.0
1825976	10.0	13.0	12.0
1125847	20.0	0.0	0.0
1335061	13.0	0.0	14.0
379684	15.0	19.0	13.0
879274	177.0	329.0	98.0
2715959	127.0	175.0	61.0
2925841	38.0	52.0	17.0
2877941	24.0	22.0	23.0
352475	498.0	1124.0	329.0
1967501	43.0	61.0	18.0
2871820	26.0	29.0	21.0
380	106.0	133.0	84.0
1842534	37.0	67.0	23.0
382	66.0	72.0	42.0
110321	30.0	25.0	20.0
501572	20.0	17.0	15.0
194963	20.0	29.0	14.0
1752398	15.0	15.0	0.0
716925	14.0	25.0	0.0
680248	12.0	13.0	14.0
106592	95.0	84.0	61.0
2811423	24.0	20.0	21.0
1041159	13.0	12.0	0.0
555315	35.0	28.0	14.0
1620421	14.0	0.0	0.0
244596	14.0	0.0	11.0
1969821	17.0	15.0	10.0
2040489	16.0	15.0	0.0
1813451	11.0	0.0	0.0
2584466	60.0	30.0	24.0
2108445	38.0	15.0	26.0
2082387	34.0	15.0	31.0
2589976	43.0	20.0	23.0
2493673	48.0	26.0	26.0
2589974	33.0	0.0	21.0
2744521	43.0	23.0	23.0
2744518	42.0	30.0	18.0
2589903	36.0	35.0	24.0
2493668	40.0	22.0	25.0
2654248	27.0	16.0	23.0
2589967	33.0	0.0	25.0
2865838	31.0	0.0	34.0
2493669	37.0	0.0	30.0
2493671	50.0	44.0	29.0
2493672	35.0	31.0	32.0
2493680	30.0	0.0	24.0
2865839	25.0	21.0	14.0
2493675	29.0	0.0	20.0
2744515	35.0	30.0	0.0
2483403	35.0	0.0	0.0
2880934	19.0	15.0	18.0
2493678	26.0	0.0	26.0
2865837	27.0	0.0	0.0
2777475	22.0	23.0	25.0
2589888	19.0	0.0	0.0
2493676	17.0	19.0	29.0
2744516	24.0	0.0	23.0
2493681	19.0	0.0	0.0
3074855	29.0	0.0	15.0
71433	28.0	0.0	15.0
2725666	20.0	12.0	23.0
1777866	28.0	0.0	0.0
28104	34.0	0.0	27.0
593909	24.0	28.0	24.0
381	18.0	58.0	0.0
2774562	113.0	85.0	70.0
374606	23.0	38.0	0.0
3234198	15.0	0.0	0.0
1872084	14.0	0.0	0.0
2599600	30.0	18.0	23.0
2267699	15.0	0.0	13.0
2854036	16.0	0.0	0.0
675281	34.0	20.0	31.0
1670800	33.0	15.0	12.0
2978392	18.0	0.0	0.0
555317	11.0	0.0	0.0
1867719	23.0	23.0	12.0
3028735	22.0	13.0	17.0
2984843	30.0	23.0	39.0
2202826	28.0	0.0	21.0
2603276	24.0	21.0	25.0
270351	58.0	31.0	60.0
1775910	38.0	22.0	33.0
269660	29.0	19.0	21.0
2051553	29.0	28.0	24.0
2202828	23.0	14.0	17.0
2202827	28.0	15.0	24.0
570505	17.0	10.0	13.0
39956	20.0	0.0	23.0
410	19.0	23.0	19.0
374432	22.0	25.0	18.0
114616	16.0	22.0	22.0
334852	45.0	44.0	0.0
223967	51.0	31.0	34.0
408	57.0	44.0	61.0
2897334	15.0	0.0	0.0
2807101	13.0	12.0	18.0
2082949	13.0	12.0	11.0
1882682	24.0	15.0	14.0
864069	22.0	16.0	0.0
2740529	16.0	0.0	11.0
2651334	13.0	0.0	12.0
2020412	130.0	265.0	91.0
1867715	85.0	129.0	45.0
2599640	62.0	93.0	46.0
2015316	56.0	52.0	33.0
2969621	48.0	62.0	31.0
1792307	29.0	24.0	27.0
3080057	26.0	17.0	17.0
1871050	17.0	29.0	22.0
1842539	18.0	22.0	0.0
3068632	94.0	174.0	67.0
151416	54.0	63.0	31.0
1526658	29.0	26.0	23.0
1850374	27.0	24.0	15.0
2995166	21.0	0.0	0.0
3039801	17.0	0.0	22.0
223390	30.0	43.0	0.0
1745854	18.0	0.0	16.0
921	20.0	18.0	43.0
2528964	43.0	34.0	39.0
280	36.0	21.0	18.0
331696	29.0	26.0	22.0
2562284	25.0	12.0	13.0
2709380	36.0	18.0	26.0
2789216	36.0	47.0	14.0
2820278	21.0	21.0	16.0
7	16.0	13.0	16.0
1936171	54.0	29.0	40.0
3016006	20.0	0.0	27.0
187304	38.0	0.0	0.0
1881061	20.0	0.0	17.0
1870903	19.0	12.0	18.0
538381	28.0	17.0	22.0
2065378	45.0	26.0	26.0
2304600	21.0	0.0	14.0
121719	58.0	65.0	35.0
2590016	16.0	0.0	0.0
3019544	18.0	17.0	13.0
717785	18.0	12.0	13.0
2682968	14.0	12.0	20.0
53399	46.0	64.0	25.0
1427356	13.0	14.0	15.0
1384459	31.0	11.0	0.0
2170729	23.0	0.0	0.0
674703	35.0	29.0	29.0
1069	14.0	0.0	0.0
2498452	13.0	0.0	0.0
2742204	18.0	0.0	12.0
1736675	31.0	25.0	38.0
2806348	18.0	0.0	17.0
3049774	13.0	0.0	0.0
2083786	14.0	0.0	0.0
2976680	13.0	19.0	20.0
3017325	12.0	0.0	0.0
2860336	23.0	0.0	0.0
2657486	18.0	18.0	0.0
2774137	16.0	0.0	13.0
191302	16.0	0.0	15.0
400770	15.0	0.0	17.0
2917991	12.0	0.0	13.0
1447062	23.0	15.0	14.0
1335043	13.0	14.0	14.0
2885079	25.0	16.0	11.0
2654282	18.0	0.0	13.0
391905	18.0	0.0	16.0
173366	36.0	27.0	25.0
29468	15.0	0.0	22.0
134	16.0	14.0	23.0
655015	10.0	0.0	18.0
426	29.0	12.0	24.0
2699395	19.0	0.0	0.0
2826993	17.0	0.0	0.0
2816454	20.0	0.0	0.0
1349819	11.0	14.0	11.0
370622	19.0	0.0	0.0
1701758	16.0	0.0	14.0
2758041	13.0	0.0	13.0
293089	34.0	24.0	15.0
2906072	28.0	18.0	14.0
2986949	22.0	22.0	14.0
529	93.0	162.0	51.0
94625	26.0	34.0	0.0
419475	23.0	29.0	0.0
3142977	12.0	10.0	0.0
2712222	40.0	36.0	34.0
1235591	36.0	29.0	19.0
1894999	32.0	110.0	411.0
708113	12.0	0.0	0.0
199596	22.0	14.0	16.0
227605	19.0	12.0	15.0
2293567	14.0	11.0	0.0
2822761	13.0	0.0	12.0
569860	13.0	0.0	12.0
533	11.0	0.0	0.0
3041435	10.0	0.0	0.0
442121	54.0	41.0	118.0
3239306	22.0	18.0	37.0
1482074	18.0	11.0	18.0
1868589	37.0	0.0	23.0
1940610	31.0	19.0	34.0
2570229	24.0	0.0	16.0
1002546	79.0	61.0	55.0
2233851	28.0	18.0	12.0
1079	27.0	16.0	20.0
256618	20.0	13.0	21.0
2593653	20.0	17.0	22.0
1712261	14.0	0.0	0.0
1702325	26.0	0.0	26.0
444444	24.0	18.0	0.0
1852022	30.0	0.0	12.0
2742145	11.0	0.0	0.0
2928472	23.0	22.0	18.0
3072793	16.0	0.0	10.0
2795690	32.0	67.0	21.0
3069264	20.0	0.0	10.0
2895980	20.0	19.0	40.0
2766526	20.0	12.0	19.0
1437009	17.0	0.0	17.0
2712698	10.0	0.0	0.0
1263728	298.0	590.0	58.0
2895796	237.0	451.0	43.0
3030011	137.0	167.0	23.0
3017782	103.0	75.0	0.0
2589076	66.0	117.0	22.0
2760307	50.0	97.0	25.0
3064531	62.0	66.0	0.0
2500532	36.0	58.0	0.0
658446	454.0	157.0	23.0
34004	347.0	621.0	69.0
147645	370.0	541.0	121.0
1077935	189.0	216.0	49.0
2812658	141.0	252.0	20.0
266	181.0	388.0	51.0
135740	119.0	197.0	18.0
34007	157.0	250.0	39.0
1529068	99.0	103.0	18.0
2065379	107.0	112.0	21.0
659350	98.0	100.0	13.0
34002	85.0	133.0	24.0
82367	127.0	235.0	31.0
34003	75.0	120.0	17.0
1945662	83.0	102.0	26.0
3017784	69.0	54.0	0.0
59779	117.0	174.0	30.0
3017783	70.0	64.0	13.0
2259340	56.0	45.0	16.0
3017781	60.0	48.0	0.0
184748	44.0	35.0	11.0
1545044	50.0	124.0	33.0
2560053	43.0	49.0	19.0
453842	42.0	70.0	18.0
405559	34.0	45.0	16.0
1061	131.0	148.0	52.0
1850250	107.0	132.0	52.0
2033869	51.0	45.0	17.0
2840474	74.0	138.0	40.0
2169400	56.0	62.0	24.0
1075	71.0	81.0	41.0
3042299	48.0	51.0	27.0
1063	70.0	95.0	32.0
43057	45.0	36.0	24.0
3121287	95.0	24.0	20.0
308754	21.0	15.0	0.0
1564506	16.0	16.0	0.0
35806	42.0	30.0	26.0
2494374	77.0	79.0	37.0
1335048	74.0	49.0	33.0
2807096	70.0	101.0	50.0
1915078	36.0	32.0	0.0
1549850	20.0	0.0	0.0
3131931	12.0	0.0	0.0
2613965	15.0	0.0	11.0
1461694	12.0	0.0	0.0
1537215	11.0	12.0	0.0
517719	11.0	12.0	14.0
195105	50.0	51.0	14.0
483013	17.0	0.0	0.0
379347	21.0	23.0	15.0
991904	38.0	17.0	13.0
2605946	36.0	0.0	17.0
2588711	20.0	17.0	0.0
3233341	13.0	0.0	0.0
1826607	32.0	14.0	0.0
1492771	30.0	14.0	14.0
2579971	29.0	16.0	33.0
1411902	23.0	0.0	0.0
2692330	20.0	0.0	0.0
2789856	19.0	0.0	16.0
564137	18.0	23.0	11.0
2856823	18.0	11.0	0.0
2748098	17.0	12.0	16.0
2500533	17.0	10.0	0.0
2881234	15.0	30.0	0.0
154981	15.0	0.0	0.0
3035471	13.0	11.0	0.0
1715691	12.0	0.0	0.0
2758038	12.0	0.0	0.0
2171755	11.0	0.0	0.0
3233575	27.0	14.0	10.0
2867022	29.0	0.0	0.0
2587855	36.0	0.0	0.0
2070369	15.0	0.0	0.0
2829501	19.0	16.0	33.0
1775881	36.0	16.0	0.0
1917485	24.0	0.0	0.0
225422	21.0	0.0	0.0
2823043	24.0	24.0	19.0
2587847	29.0	0.0	0.0
540747	36.0	23.0	20.0
2980108	18.0	0.0	0.0
2494550	13.0	13.0	13.0
337701	13.0	0.0	0.0
74031	12.0	13.0	0.0
3029062	31.0	22.0	15.0
1792508	17.0	12.0	13.0
1250539	51.0	27.0	0.0
1229727	43.0	34.0	0.0
2867016	21.0	0.0	0.0
506591	31.0	27.0	27.0
2930199	27.0	0.0	18.0
1396826	21.0	0.0	17.0
133924	16.0	0.0	0.0
221822	47.0	16.0	29.0
1580596	35.0	32.0	0.0
60890	22.0	29.0	0.0
1303376	23.0	17.0	14.0
1208324	30.0	16.0	20.0
875171	17.0	14.0	0.0
1758178	16.0	0.0	0.0
1397108	10.0	0.0	0.0
